dataset_id,isolate_id,accession,assembly_path,contigs,assembly_size_bp,n50_bp,longest_contig_bp,gc_percent,ambiguous_bases,size_gate,contig_gate,completeness_percent,contamination_percent,species_confirmation,basic_qc_status
HPGP_GLOBAL,CHI-024,GCA_034803245.1,data/assemblies/HPGP_GLOBAL/CHI-024.fna,1,1642516,1642516,1642516,38.93971,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-101,GCA_034672285.1,data/assemblies/HPGP_GLOBAL/CHI-101.fna,1,1663635,1663635,1663635,38.81729,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-102,GCA_034799185.1,data/assemblies/HPGP_GLOBAL/CHI-102.fna,1,1626475,1626475,1626475,38.96057,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-103,GCA_034671845.1,data/assemblies/HPGP_GLOBAL/CHI-103.fna,1,1675387,1675387,1675387,38.79784,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-104,GCA_034798345.1,data/assemblies/HPGP_GLOBAL/CHI-104.fna,1,1627884,1627884,1627884,38.86948,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-106,GCA_034796585.1,data/assemblies/HPGP_GLOBAL/CHI-106.fna,1,1609314,1609314,1609314,38.9922,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-107,GCA_034795745.1,data/assemblies/HPGP_GLOBAL/CHI-107.fna,1,1679381,1679381,1679381,38.77881,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-113,GCA_034795005.1,data/assemblies/HPGP_GLOBAL/CHI-113.fna,1,1612588,1612588,1612588,38.97009,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-114,GCA_034793895.1,data/assemblies/HPGP_GLOBAL/CHI-114.fna,1,1680447,1680447,1680447,38.83145,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-119,GCA_034790615.1,data/assemblies/HPGP_GLOBAL/CHI-119.fna,1,1687539,1687539,1687539,38.76017,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-122,GCA_034788905.1,data/assemblies/HPGP_GLOBAL/CHI-122.fna,1,1723149,1723149,1723149,38.77767,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-123,GCA_034788045.1,data/assemblies/HPGP_GLOBAL/CHI-123.fna,1,1658612,1658612,1658612,38.92459,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-124,GCA_034787205.1,data/assemblies/HPGP_GLOBAL/CHI-124.fna,1,1678636,1678636,1678636,38.85696,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-125,GCA_034786385.1,data/assemblies/HPGP_GLOBAL/CHI-125.fna,1,1701069,1701069,1701069,38.74346,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-126,GCA_034785555.1,data/assemblies/HPGP_GLOBAL/CHI-126.fna,1,1665175,1665175,1665175,38.80541,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-127,GCA_034784515.1,data/assemblies/HPGP_GLOBAL/CHI-127.fna,1,1709795,1709795,1709795,38.74078,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-001,GCA_034717015.1,data/assemblies/HPGP_GLOBAL/CHN-001.fna,1,1597930,1597930,1597930,38.78042,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-002,GCA_034715615.1,data/assemblies/HPGP_GLOBAL/CHN-002.fna,1,1583850,1583850,1583850,38.86927,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-004,GCA_034713495.1,data/assemblies/HPGP_GLOBAL/CHN-004.fna,1,1584715,1584715,1584715,38.83809,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-005,GCA_034712515.1,data/assemblies/HPGP_GLOBAL/CHN-005.fna,1,1637091,1637091,1637091,38.70689,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-009,GCA_034709195.1,data/assemblies/HPGP_GLOBAL/CHN-009.fna,1,1577879,1577879,1577879,38.82522,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHN-010,GCA_034707895.1,data/assemblies/HPGP_GLOBAL/CHN-010.fna,1,1650269,1650269,1650269,38.71708,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,COL-003,GCA_034858015.1,data/assemblies/HPGP_GLOBAL/COL-003.fna,1,1695443,1695443,1695443,38.97329,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,COL-005,GCA_034857625.1,data/assemblies/HPGP_GLOBAL/COL-005.fna,1,1662179,1662179,1662179,38.90062,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,COL-006,GCA_034857605.1,data/assemblies/HPGP_GLOBAL/COL-006.fna,1,1664661,1664661,1664661,38.94877,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,COL-008,GCA_034857585.1,data/assemblies/HPGP_GLOBAL/COL-008.fna,1,1665362,1665362,1665362,38.97789,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CRI-001,GCA_034809765.1,data/assemblies/HPGP_GLOBAL/CRI-001.fna,1,1659188,1659188,1659188,38.92754,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CRI-002,GCA_034809745.1,data/assemblies/HPGP_GLOBAL/CRI-002.fna,1,1701407,1701407,1701407,38.73053,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CRI-004,GCA_034809705.1,data/assemblies/HPGP_GLOBAL/CRI-004.fna,1,1648254,1648254,1648254,39.10186,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CRI-005,GCA_034809685.1,data/assemblies/HPGP_GLOBAL/CRI-005.fna,1,1736392,1736392,1736392,38.8118,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CRI-006,GCA_034809665.1,data/assemblies/HPGP_GLOBAL/CRI-006.fna,1,1676547,1676547,1676547,38.84967,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-001,GCA_035186245.1,data/assemblies/HPGP_GLOBAL/FRA-001.fna,1,1744811,1744811,1744811,38.72265,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-002,GCA_035185585.1,data/assemblies/HPGP_GLOBAL/FRA-002.fna,1,1650725,1650725,1650725,38.80222,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-003,GCA_035182685.1,data/assemblies/HPGP_GLOBAL/FRA-003.fna,1,1601763,1601763,1601763,38.96787,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-004,GCA_035183845.1,data/assemblies/HPGP_GLOBAL/FRA-004.fna,1,1605735,1605735,1605735,39.14071,100,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-005,GCA_035185565.1,data/assemblies/HPGP_GLOBAL/FRA-005.fna,1,1613824,1613824,1613824,38.97755,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-006,GCA_035185545.1,data/assemblies/HPGP_GLOBAL/FRA-006.fna,1,1575650,1575650,1575650,39.07257,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-007,GCA_035185525.1,data/assemblies/HPGP_GLOBAL/FRA-007.fna,1,1722160,1722160,1722160,38.64072,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-008,GCA_035185505.1,data/assemblies/HPGP_GLOBAL/FRA-008.fna,1,1576068,1576068,1576068,39.06703,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-009,GCA_035185485.1,data/assemblies/HPGP_GLOBAL/FRA-009.fna,1,1624113,1624113,1624113,39.08669,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-010,GCA_035185465.1,data/assemblies/HPGP_GLOBAL/FRA-010.fna,1,1574338,1574338,1574338,39.20842,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-011,GCA_035185445.1,data/assemblies/HPGP_GLOBAL/FRA-011.fna,1,1633195,1633195,1633195,39.00973,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-012,GCA_035185425.1,data/assemblies/HPGP_GLOBAL/FRA-012.fna,1,1642672,1642672,1642672,38.95306,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-013,GCA_035185405.1,data/assemblies/HPGP_GLOBAL/FRA-013.fna,1,1610323,1610323,1610323,38.94641,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-014,GCA_035185385.1,data/assemblies/HPGP_GLOBAL/FRA-014.fna,1,1655118,1655118,1655118,38.9026,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-015,GCA_035183905.1,data/assemblies/HPGP_GLOBAL/FRA-015.fna,1,1673169,1673169,1673169,38.83355,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-016,GCA_035185365.1,data/assemblies/HPGP_GLOBAL/FRA-016.fna,1,1635235,1635235,1635235,38.95471,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-017,GCA_035185345.1,data/assemblies/HPGP_GLOBAL/FRA-017.fna,1,1650093,1650093,1650093,38.8955,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-018,GCA_035182665.1,data/assemblies/HPGP_GLOBAL/FRA-018.fna,1,1658715,1658715,1658715,38.83856,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-019,GCA_035184985.1,data/assemblies/HPGP_GLOBAL/FRA-019.fna,1,1644820,1644820,1644820,38.91933,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-020,GCA_035184965.1,data/assemblies/HPGP_GLOBAL/FRA-020.fna,1,1624748,1624748,1624748,39.04119,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,FRA-021,GCA_035182645.1,data/assemblies/HPGP_GLOBAL/FRA-021.fna,1,1611565,1611565,1611565,39.03702,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-004,GCA_035182565.1,data/assemblies/HPGP_GLOBAL/GER-004.fna,1,1634559,1634559,1634559,38.88798,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-005,GCA_035182545.1,data/assemblies/HPGP_GLOBAL/GER-005.fna,1,1615104,1615104,1615104,39.01947,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-006,GCA_035182525.1,data/assemblies/HPGP_GLOBAL/GER-006.fna,1,1543005,1543005,1543005,39.0757,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-010,GCA_035182465.1,data/assemblies/HPGP_GLOBAL/GER-010.fna,1,1621357,1621357,1621357,38.94553,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-012,GCA_035182445.1,data/assemblies/HPGP_GLOBAL/GER-012.fna,1,1689774,1689774,1689774,38.75394,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-013,GCA_035182425.1,data/assemblies/HPGP_GLOBAL/GER-013.fna,1,1613794,1613794,1613794,38.97226,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-015,GCA_035182405.1,data/assemblies/HPGP_GLOBAL/GER-015.fna,1,1699243,1699243,1699243,38.85924,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-018,GCA_035182365.1,data/assemblies/HPGP_GLOBAL/GER-018.fna,1,1611610,1611610,1611610,38.97388,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-019,GCA_035182345.1,data/assemblies/HPGP_GLOBAL/GER-019.fna,1,1600009,1600009,1600009,39.08959,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GER-021,GCA_035182305.1,data/assemblies/HPGP_GLOBAL/GER-021.fna,1,1641301,1641301,1641301,38.89463,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GMB-004,GCA_035182225.1,data/assemblies/HPGP_GLOBAL/GMB-004.fna,1,1637745,1637745,1637745,39.31986,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GMB-007,GCA_035182205.1,data/assemblies/HPGP_GLOBAL/GMB-007.fna,1,1681498,1681498,1681498,39.19339,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GMB-008,GCA_035182185.1,data/assemblies/HPGP_GLOBAL/GMB-008.fna,1,1686815,1686815,1686815,39.13921,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GMB-009,GCA_035182165.1,data/assemblies/HPGP_GLOBAL/GMB-009.fna,1,1606286,1606286,1606286,39.36229,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-001,GCA_035184945.1,data/assemblies/HPGP_GLOBAL/GRE-001.fna,1,1655996,1655996,1655996,38.90396,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-003,GCA_035184905.1,data/assemblies/HPGP_GLOBAL/GRE-003.fna,1,1628560,1628560,1628560,38.89952,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-004,GCA_035184885.1,data/assemblies/HPGP_GLOBAL/GRE-004.fna,1,1589805,1589805,1589805,39.10838,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-008,GCA_035183865.1,data/assemblies/HPGP_GLOBAL/GRE-008.fna,1,1672291,1672291,1672291,38.7491,100,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-012,GCA_035184805.1,data/assemblies/HPGP_GLOBAL/GRE-012.fna,1,1588490,1588490,1588490,39.06282,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-019,GCA_035184785.1,data/assemblies/HPGP_GLOBAL/GRE-019.fna,1,1673893,1673893,1673893,38.81688,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-020,GCA_035184725.1,data/assemblies/HPGP_GLOBAL/GRE-020.fna,1,1592179,1592179,1592179,39.02382,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-041,GCA_035182065.1,data/assemblies/HPGP_GLOBAL/GRE-041.fna,1,1626901,1626901,1626901,38.90077,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-044,GCA_035182005.1,data/assemblies/HPGP_GLOBAL/GRE-044.fna,1,1688552,1688552,1688552,38.82332,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GRE-046,GCA_035181985.1,data/assemblies/HPGP_GLOBAL/GRE-046.fna,1,1626936,1626936,1626936,38.90049,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GTM-004,GCA_035183885.1,data/assemblies/HPGP_GLOBAL/GTM-004.fna,1,1717839,1717839,1717839,38.79961,100,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,GTM-010,GCA_035181945.1,data/assemblies/HPGP_GLOBAL/GTM-010.fna,1,1657923,1657923,1657923,39.04795,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-003,GCA_035184645.1,data/assemblies/HPGP_GLOBAL/HON-003.fna,1,1685063,1685063,1685063,38.93314,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-004,GCA_035184625.1,data/assemblies/HPGP_GLOBAL/HON-004.fna,1,1630226,1630226,1630226,39.08575,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-005,GCA_035184605.1,data/assemblies/HPGP_GLOBAL/HON-005.fna,1,1668680,1668680,1668680,38.91585,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-006,GCA_035184585.1,data/assemblies/HPGP_GLOBAL/HON-006.fna,1,1661292,1661292,1661292,38.96281,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-007,GCA_035184565.1,data/assemblies/HPGP_GLOBAL/HON-007.fna,1,1685659,1685659,1685659,38.93973,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-009,GCA_035184545.1,data/assemblies/HPGP_GLOBAL/HON-009.fna,1,1626855,1626855,1626855,38.94926,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-015,GCA_035184425.1,data/assemblies/HPGP_GLOBAL/HON-015.fna,1,1612896,1612896,1612896,39.16446,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-017,GCA_035184385.1,data/assemblies/HPGP_GLOBAL/HON-017.fna,1,1640975,1640975,1640975,39.06799,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-018,GCA_035184365.1,data/assemblies/HPGP_GLOBAL/HON-018.fna,1,1644126,1644126,1644126,39.08332,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-019,GCA_035184345.1,data/assemblies/HPGP_GLOBAL/HON-019.fna,1,1652372,1652372,1652372,39.10639,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-020,GCA_035184325.1,data/assemblies/HPGP_GLOBAL/HON-020.fna,1,1632447,1632447,1632447,39.04378,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-021,GCA_035184305.1,data/assemblies/HPGP_GLOBAL/HON-021.fna,1,1687777,1687777,1687777,38.98424,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-024,GCA_035184265.1,data/assemblies/HPGP_GLOBAL/HON-024.fna,1,1586336,1586336,1586336,39.12336,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-025,GCA_035184245.1,data/assemblies/HPGP_GLOBAL/HON-025.fna,1,1678645,1678645,1678645,38.90209,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,HON-027,GCA_035184185.1,data/assemblies/HPGP_GLOBAL/HON-027.fna,1,1595943,1595943,1595943,39.12044,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,IND-005,GCA_035181625.1,data/assemblies/HPGP_GLOBAL/IND-005.fna,1,1594733,1594733,1594733,39.08736,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,IND-006,GCA_035181605.1,data/assemblies/HPGP_GLOBAL/IND-006.fna,1,1670468,1670468,1670468,38.8721,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,IND-007,GCA_035181585.1,data/assemblies/HPGP_GLOBAL/IND-007.fna,1,1634213,1634213,1634213,38.97656,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,IND-008,GCA_035181565.1,data/assemblies/HPGP_GLOBAL/IND-008.fna,1,1629937,1629937,1629937,39.02985,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,IND-009,GCA_035181545.1,data/assemblies/HPGP_GLOBAL/IND-009.fna,1,1626935,1626935,1626935,39.04114,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISL-002,GCA_035177945.1,data/assemblies/HPGP_GLOBAL/ISL-002.fna,1,1603320,1603320,1603320,39.01766,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISL-004,GCA_035174605.1,data/assemblies/HPGP_GLOBAL/ISL-004.fna,1,1589350,1589350,1589350,39.02797,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISL-005,GCA_035172865.1,data/assemblies/HPGP_GLOBAL/ISL-005.fna,1,1622439,1622439,1622439,38.97564,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISL-007,GCA_035169165.1,data/assemblies/HPGP_GLOBAL/ISL-007.fna,1,1582374,1582374,1582374,39.1204,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISL-009,GCA_035165265.1,data/assemblies/HPGP_GLOBAL/ISL-009.fna,1,1568124,1568124,1568124,39.14467,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISR-002,GCA_035157605.1,data/assemblies/HPGP_GLOBAL/ISR-002.fna,1,1639305,1639305,1639305,38.83774,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISR-004,GCA_035156865.1,data/assemblies/HPGP_GLOBAL/ISR-004.fna,1,1642907,1642907,1642907,38.90591,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ISR-006,GCA_035156625.1,data/assemblies/HPGP_GLOBAL/ISR-006.fna,1,1625394,1625394,1625394,38.92416,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ITA-002,GCA_035184125.1,data/assemblies/HPGP_GLOBAL/ITA-002.fna,1,1622199,1622199,1622199,38.88826,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ITA-003,GCA_035184105.1,data/assemblies/HPGP_GLOBAL/ITA-003.fna,1,1614725,1614725,1614725,38.99444,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
