dataset_id,isolate_id,antibiotic,callable,callable_binary,final_qc_status,contigs,assembly_size_bp,n50_bp,log10_n50_bp,longest_contig_bp,completeness_percent,contamination_percent
HPGP_GLOBAL,CHI-102,clarithromycin,yes,1,PASS,1,1626475,1626475,6.211247392274811,1626475,99.99,0.03
HPGP_GLOBAL,CHI-102,levofloxacin,yes,1,PASS,1,1626475,1626475,6.211247392274811,1626475,99.99,0.03
HPGP_GLOBAL,CHI-103,clarithromycin,yes,1,PASS,1,1675387,1675387,6.224115141254304,1675387,100.0,0.23
HPGP_GLOBAL,CHI-103,levofloxacin,yes,1,PASS,1,1675387,1675387,6.224115141254304,1675387,100.0,0.23
HPGP_GLOBAL,CHI-104,clarithromycin,yes,1,PASS,1,1627884,1627884,6.21162345463501,1627884,99.98,0.17
HPGP_GLOBAL,CHI-104,levofloxacin,yes,1,PASS,1,1627884,1627884,6.21162345463501,1627884,99.98,0.17
HPGP_GLOBAL,CHI-106,clarithromycin,yes,1,PASS,1,1609314,1609314,6.206640789383517,1609314,99.99,0.05
HPGP_GLOBAL,CHI-106,levofloxacin,yes,1,PASS,1,1609314,1609314,6.206640789383517,1609314,99.99,0.05
HPGP_GLOBAL,CHI-107,clarithromycin,yes,1,PASS,1,1679381,1679381,6.2251492354034355,1679381,100.0,0.08
HPGP_GLOBAL,CHI-107,levofloxacin,yes,1,PASS,1,1679381,1679381,6.2251492354034355,1679381,100.0,0.08
HPGP_GLOBAL,CHI-113,clarithromycin,yes,1,PASS,1,1612588,1612588,6.207523423692794,1612588,99.98,0.21
HPGP_GLOBAL,CHI-113,levofloxacin,yes,1,PASS,1,1612588,1612588,6.207523423692794,1612588,99.98,0.21
HPGP_GLOBAL,CHI-114,clarithromycin,yes,1,PASS,1,1680447,1680447,6.225424819709087,1680447,100.0,0.29
HPGP_GLOBAL,CHI-114,levofloxacin,yes,1,PASS,1,1680447,1680447,6.225424819709087,1680447,100.0,0.29
HPGP_GLOBAL,CHI-119,clarithromycin,yes,1,PASS,1,1687539,1687539,6.227253818415107,1687539,100.0,0.0
HPGP_GLOBAL,CHI-119,levofloxacin,yes,1,PASS,1,1687539,1687539,6.227253818415107,1687539,100.0,0.0
HPGP_GLOBAL,CHI-122,clarithromycin,yes,1,PASS,1,1723149,1723149,6.23632283234066,1723149,99.99,0.01
HPGP_GLOBAL,CHI-122,levofloxacin,yes,1,PASS,1,1723149,1723149,6.23632283234066,1723149,99.99,0.01
HPGP_GLOBAL,CHI-123,clarithromycin,yes,1,PASS,1,1658612,1658612,6.219744803163106,1658612,100.0,0.22
HPGP_GLOBAL,CHI-123,levofloxacin,yes,1,PASS,1,1658612,1658612,6.219744803163106,1658612,100.0,0.22
HPGP_GLOBAL,CHI-124,clarithromycin,yes,1,PASS,1,1678636,1678636,6.224956532749265,1678636,99.99,0.01
HPGP_GLOBAL,CHI-124,levofloxacin,yes,1,PASS,1,1678636,1678636,6.224956532749265,1678636,99.99,0.01
HPGP_GLOBAL,CHI-125,clarithromycin,yes,1,PASS,1,1701069,1701069,6.2307219301390155,1701069,99.99,0.01
HPGP_GLOBAL,CHI-125,levofloxacin,yes,1,PASS,1,1701069,1701069,6.2307219301390155,1701069,99.99,0.01
HPGP_GLOBAL,CHI-126,clarithromycin,yes,1,PASS,1,1665175,1665175,6.22145988201083,1665175,99.98,1.17
HPGP_GLOBAL,CHI-126,levofloxacin,yes,1,PASS,1,1665175,1665175,6.22145988201083,1665175,99.98,1.17
HPGP_GLOBAL,CHI-127,clarithromycin,yes,1,PASS,1,1709795,1709795,6.232944042727924,1709795,99.99,0.06
HPGP_GLOBAL,CHI-127,levofloxacin,yes,1,PASS,1,1709795,1709795,6.232944042727924,1709795,99.99,0.06
HPGP_GLOBAL,CHN-001,clarithromycin,yes,1,PASS,1,1597930,1597930,6.203557750397498,1597930,100.0,0.0
HPGP_GLOBAL,CHN-001,levofloxacin,yes,1,PASS,1,1597930,1597930,6.203557750397498,1597930,100.0,0.0
HPGP_GLOBAL,CHN-002,clarithromycin,yes,1,PASS,1,1583850,1583850,6.1997140489346885,1583850,99.99,0.38
HPGP_GLOBAL,CHN-002,levofloxacin,yes,1,PASS,1,1583850,1583850,6.1997140489346885,1583850,99.99,0.38
HPGP_GLOBAL,CHN-004,clarithromycin,yes,1,PASS,1,1584715,1584715,6.199951168726252,1584715,99.99,0.29
HPGP_GLOBAL,CHN-004,levofloxacin,yes,1,PASS,1,1584715,1584715,6.199951168726252,1584715,99.99,0.29
HPGP_GLOBAL,CHN-005,clarithromycin,yes,1,PASS,1,1637091,1637091,6.214072820950991,1637091,99.99,0.04
HPGP_GLOBAL,CHN-005,levofloxacin,yes,1,PASS,1,1637091,1637091,6.214072820950991,1637091,99.99,0.04
HPGP_GLOBAL,CHN-009,clarithromycin,yes,1,PASS,1,1577879,1577879,6.198073696181925,1577879,99.99,0.0
HPGP_GLOBAL,CHN-009,levofloxacin,yes,1,PASS,1,1577879,1577879,6.198073696181925,1577879,99.99,0.0
HPGP_GLOBAL,CHN-010,clarithromycin,yes,1,PASS,1,1650269,1650269,6.217554741603992,1650269,99.99,0.64
HPGP_GLOBAL,CHN-010,levofloxacin,yes,1,PASS,1,1650269,1650269,6.217554741603992,1650269,99.99,0.64
HPGP_GLOBAL,COL-003,clarithromycin,yes,1,PASS,1,1695443,1695443,6.2292831935823525,1695443,99.99,0.29
HPGP_GLOBAL,COL-003,levofloxacin,yes,1,PASS,1,1695443,1695443,6.2292831935823525,1695443,99.99,0.29
HPGP_GLOBAL,COL-005,clarithromycin,yes,1,PASS,1,1662179,1662179,6.220677791124548,1662179,100.0,0.27
HPGP_GLOBAL,COL-005,levofloxacin,yes,1,PASS,1,1662179,1662179,6.220677791124548,1662179,100.0,0.27
HPGP_GLOBAL,COL-006,clarithromycin,yes,1,PASS,1,1664661,1664661,6.2213258049178615,1664661,99.99,0.03
HPGP_GLOBAL,COL-006,levofloxacin,yes,1,PASS,1,1664661,1664661,6.2213258049178615,1664661,99.99,0.03
HPGP_GLOBAL,COL-008,clarithromycin,yes,1,PASS,1,1665362,1665362,6.221508650763858,1665362,100.0,0.02
HPGP_GLOBAL,COL-008,levofloxacin,yes,1,PASS,1,1665362,1665362,6.221508650763858,1665362,100.0,0.02
HPGP_GLOBAL,CRI-001,clarithromycin,yes,1,PASS,1,1659188,1659188,6.219895598041694,1659188,100.0,0.02
HPGP_GLOBAL,CRI-001,levofloxacin,yes,1,PASS,1,1659188,1659188,6.219895598041694,1659188,100.0,0.02
HPGP_GLOBAL,CRI-002,clarithromycin,yes,1,PASS,1,1701407,1701407,6.230808215265121,1701407,99.99,0.13
HPGP_GLOBAL,CRI-002,levofloxacin,yes,1,PASS,1,1701407,1701407,6.230808215265121,1701407,99.99,0.13
HPGP_GLOBAL,CRI-004,clarithromycin,yes,1,PASS,1,1648254,1648254,6.217024138367398,1648254,100.0,0.0
HPGP_GLOBAL,CRI-004,levofloxacin,yes,1,PASS,1,1648254,1648254,6.217024138367398,1648254,100.0,0.0
HPGP_GLOBAL,CRI-005,clarithromycin,yes,1,PASS,1,1736392,1736392,6.23964777626603,1736392,99.99,0.14
HPGP_GLOBAL,CRI-005,levofloxacin,yes,1,PASS,1,1736392,1736392,6.23964777626603,1736392,99.99,0.14
HPGP_GLOBAL,CRI-006,clarithromycin,yes,1,PASS,1,1676547,1676547,6.224415732864473,1676547,99.99,0.08
HPGP_GLOBAL,CRI-006,levofloxacin,yes,1,PASS,1,1676547,1676547,6.224415732864473,1676547,99.99,0.08
HPGP_GLOBAL,FRA-001,clarithromycin,yes,1,PASS,1,1744811,1744811,6.241748390548774,1744811,99.99,0.72
HPGP_GLOBAL,FRA-001,levofloxacin,yes,1,PASS,1,1744811,1744811,6.241748390548774,1744811,99.99,0.72
HPGP_GLOBAL,FRA-002,clarithromycin,yes,1,PASS,1,1650725,1650725,6.21767472866547,1650725,100.0,0.0
HPGP_GLOBAL,FRA-002,levofloxacin,yes,1,PASS,1,1650725,1650725,6.21767472866547,1650725,100.0,0.0
HPGP_GLOBAL,FRA-003,clarithromycin,yes,1,PASS,1,1601763,1601763,6.2045982574370235,1601763,100.0,0.22
HPGP_GLOBAL,FRA-003,levofloxacin,yes,1,PASS,1,1601763,1601763,6.2045982574370235,1601763,100.0,0.22
HPGP_GLOBAL,FRA-004,clarithromycin,yes,1,PASS,1,1605735,1605735,6.205673873736018,1605735,99.98,0.63
HPGP_GLOBAL,FRA-004,levofloxacin,yes,1,PASS,1,1605735,1605735,6.205673873736018,1605735,99.98,0.63
HPGP_GLOBAL,FRA-005,clarithromycin,yes,1,PASS,1,1613824,1613824,6.207856169793349,1613824,99.99,0.47
HPGP_GLOBAL,FRA-005,levofloxacin,yes,1,PASS,1,1613824,1613824,6.207856169793349,1613824,99.99,0.47
HPGP_GLOBAL,FRA-006,clarithromycin,yes,1,PASS,1,1575650,1575650,6.197459753794603,1575650,99.98,0.05
HPGP_GLOBAL,FRA-006,levofloxacin,yes,1,PASS,1,1575650,1575650,6.197459753794603,1575650,99.98,0.05
HPGP_GLOBAL,FRA-007,clarithromycin,yes,1,PASS,1,1722160,1722160,6.23607349780817,1722160,100.0,0.27
HPGP_GLOBAL,FRA-007,levofloxacin,yes,1,PASS,1,1722160,1722160,6.23607349780817,1722160,100.0,0.27
HPGP_GLOBAL,FRA-008,clarithromycin,yes,1,PASS,1,1576068,1576068,6.197574951343686,1576068,99.99,0.06
HPGP_GLOBAL,FRA-008,levofloxacin,yes,1,PASS,1,1576068,1576068,6.197574951343686,1576068,99.99,0.06
HPGP_GLOBAL,FRA-009,clarithromycin,yes,1,PASS,1,1624113,1624113,6.210616242620165,1624113,100.0,0.19
HPGP_GLOBAL,FRA-009,levofloxacin,yes,1,PASS,1,1624113,1624113,6.210616242620165,1624113,100.0,0.19
HPGP_GLOBAL,FRA-010,clarithromycin,yes,1,PASS,1,1574338,1574338,6.197097978198502,1574338,99.98,0.0
HPGP_GLOBAL,FRA-010,levofloxacin,yes,1,PASS,1,1574338,1574338,6.197097978198502,1574338,99.98,0.0
HPGP_GLOBAL,FRA-011,clarithromycin,yes,1,PASS,1,1633195,1633195,6.213038041667483,1633195,99.99,0.05
HPGP_GLOBAL,FRA-011,levofloxacin,yes,1,PASS,1,1633195,1633195,6.213038041667483,1633195,99.99,0.05
HPGP_GLOBAL,FRA-012,clarithromycin,yes,1,PASS,1,1642672,1642672,6.215550854481437,1642672,99.99,0.11
HPGP_GLOBAL,FRA-012,levofloxacin,yes,1,PASS,1,1642672,1642672,6.215550854481437,1642672,99.99,0.11
HPGP_GLOBAL,FRA-013,clarithromycin,yes,1,PASS,1,1610323,1610323,6.206912995937602,1610323,100.0,0.0
HPGP_GLOBAL,FRA-013,levofloxacin,yes,1,PASS,1,1610323,1610323,6.206912995937602,1610323,100.0,0.0
HPGP_GLOBAL,FRA-014,clarithromycin,yes,1,PASS,1,1655118,1655118,6.218828961810848,1655118,99.99,0.12
HPGP_GLOBAL,FRA-014,levofloxacin,yes,1,PASS,1,1655118,1655118,6.218828961810848,1655118,99.99,0.12
HPGP_GLOBAL,FRA-015,clarithromycin,yes,1,PASS,1,1673169,1673169,6.223539809498326,1673169,100.0,1.35
HPGP_GLOBAL,FRA-015,levofloxacin,yes,1,PASS,1,1673169,1673169,6.223539809498326,1673169,100.0,1.35
HPGP_GLOBAL,FRA-016,clarithromycin,yes,1,PASS,1,1635235,1635235,6.213580174041822,1635235,100.0,0.07
HPGP_GLOBAL,FRA-016,levofloxacin,yes,1,PASS,1,1635235,1635235,6.213580174041822,1635235,100.0,0.07
HPGP_GLOBAL,FRA-017,clarithromycin,yes,1,PASS,1,1650093,1650093,6.217508421940338,1650093,99.99,0.0
HPGP_GLOBAL,FRA-017,levofloxacin,yes,1,PASS,1,1650093,1650093,6.217508421940338,1650093,99.99,0.0
HPGP_GLOBAL,FRA-018,clarithromycin,yes,1,PASS,1,1658715,1658715,6.219771772064061,1658715,99.99,0.23
HPGP_GLOBAL,FRA-018,levofloxacin,yes,1,PASS,1,1658715,1658715,6.219771772064061,1658715,99.99,0.23
HPGP_GLOBAL,FRA-019,clarithromycin,yes,1,PASS,1,1644820,1644820,6.216118378101192,1644820,100.0,0.03
HPGP_GLOBAL,FRA-019,levofloxacin,yes,1,PASS,1,1644820,1644820,6.216118378101192,1644820,100.0,0.03
HPGP_GLOBAL,FRA-020,clarithromycin,yes,1,PASS,1,1624748,1624748,6.210786011040248,1624748,99.98,0.15
HPGP_GLOBAL,FRA-020,levofloxacin,yes,1,PASS,1,1624748,1624748,6.210786011040248,1624748,99.98,0.15
HPGP_GLOBAL,FRA-021,clarithromycin,yes,1,PASS,1,1611565,1611565,6.20724782680276,1611565,99.99,0.45
HPGP_GLOBAL,FRA-021,levofloxacin,yes,1,PASS,1,1611565,1611565,6.20724782680276,1611565,99.99,0.45
HPGP_GLOBAL,GER-004,clarithromycin,yes,1,PASS,1,1634559,1634559,6.213400601216164,1634559,99.99,0.03
HPGP_GLOBAL,GER-004,levofloxacin,yes,1,PASS,1,1634559,1634559,6.213400601216164,1634559,99.99,0.03
HPGP_GLOBAL,GER-005,clarithromycin,yes,1,PASS,1,1615104,1615104,6.208200492717833,1615104,100.0,0.04
HPGP_GLOBAL,GER-005,levofloxacin,yes,1,PASS,1,1615104,1615104,6.208200492717833,1615104,100.0,0.04
HPGP_GLOBAL,GER-006,clarithromycin,yes,1,PASS,1,1543005,1543005,6.188367333366383,1543005,99.99,0.0
HPGP_GLOBAL,GER-006,levofloxacin,yes,1,PASS,1,1543005,1543005,6.188367333366383,1543005,99.99,0.0
HPGP_GLOBAL,GER-010,clarithromycin,yes,1,PASS,1,1621357,1621357,6.209878650912444,1621357,99.99,0.0
HPGP_GLOBAL,GER-010,levofloxacin,yes,1,PASS,1,1621357,1621357,6.209878650912444,1621357,99.99,0.0
HPGP_GLOBAL,GER-012,clarithromycin,yes,1,PASS,1,1689774,1689774,6.227828623479813,1689774,99.98,0.28
HPGP_GLOBAL,GER-012,levofloxacin,yes,1,PASS,1,1689774,1689774,6.227828623479813,1689774,99.98,0.28
HPGP_GLOBAL,GER-013,clarithromycin,yes,1,PASS,1,1613794,1613794,6.207848096449813,1613794,99.99,0.0
HPGP_GLOBAL,GER-013,levofloxacin,yes,1,PASS,1,1613794,1613794,6.207848096449813,1613794,99.99,0.0
HPGP_GLOBAL,GER-015,clarithromycin,yes,1,PASS,1,1699243,1699243,6.2302554895299265,1699243,99.99,0.22
HPGP_GLOBAL,GER-015,levofloxacin,yes,1,PASS,1,1699243,1699243,6.2302554895299265,1699243,99.99,0.22
HPGP_GLOBAL,GER-018,clarithromycin,yes,1,PASS,1,1611610,1611610,6.207259953511168,1611610,99.98,0.06
HPGP_GLOBAL,GER-018,levofloxacin,yes,1,PASS,1,1611610,1611610,6.207259953511168,1611610,99.98,0.06
HPGP_GLOBAL,GER-019,clarithromycin,yes,1,PASS,1,1600009,1600009,6.204122425555515,1600009,99.99,0.31
HPGP_GLOBAL,GER-019,levofloxacin,yes,1,PASS,1,1600009,1600009,6.204122425555515,1600009,99.99,0.31
HPGP_GLOBAL,GER-021,clarithromycin,yes,1,PASS,1,1641301,1641301,6.215188234101013,1641301,99.98,0.09
HPGP_GLOBAL,GER-021,levofloxacin,yes,1,PASS,1,1641301,1641301,6.215188234101013,1641301,99.98,0.09
HPGP_GLOBAL,GMB-004,clarithromycin,yes,1,PASS,1,1637745,1637745,6.214246282214358,1637745,100.0,0.01
HPGP_GLOBAL,GMB-004,levofloxacin,yes,1,PASS,1,1637745,1637745,6.214246282214358,1637745,100.0,0.01
HPGP_GLOBAL,GMB-007,clarithromycin,yes,1,PASS,1,1681498,1681498,6.225696355094318,1681498,100.0,0.02
HPGP_GLOBAL,GMB-007,levofloxacin,yes,1,PASS,1,1681498,1681498,6.225696355094318,1681498,100.0,0.02
HPGP_GLOBAL,GMB-008,clarithromycin,yes,1,PASS,1,1686815,1686815,6.227067454323063,1686815,99.99,0.01
HPGP_GLOBAL,GMB-008,levofloxacin,yes,1,PASS,1,1686815,1686815,6.227067454323063,1686815,99.99,0.01
HPGP_GLOBAL,GMB-009,clarithromycin,yes,1,PASS,1,1606286,1606286,6.205822874170247,1606286,100.0,0.01
HPGP_GLOBAL,GMB-009,levofloxacin,yes,1,PASS,1,1606286,1606286,6.205822874170247,1606286,100.0,0.01
HPGP_GLOBAL,GRE-001,clarithromycin,yes,1,PASS,1,1655996,1655996,6.219059283427106,1655996,99.99,0.02
HPGP_GLOBAL,GRE-001,levofloxacin,yes,1,PASS,1,1655996,1655996,6.219059283427106,1655996,99.99,0.02
HPGP_GLOBAL,GRE-003,clarithromycin,yes,1,PASS,1,1628560,1628560,6.2118037636309476,1628560,99.99,0.17
HPGP_GLOBAL,GRE-003,levofloxacin,yes,1,PASS,1,1628560,1628560,6.2118037636309476,1628560,99.99,0.17
HPGP_GLOBAL,GRE-004,clarithromycin,yes,1,PASS,1,1589805,1589805,6.201343858523287,1589805,99.98,1.61
HPGP_GLOBAL,GRE-004,levofloxacin,yes,1,PASS,1,1589805,1589805,6.201343858523287,1589805,99.98,1.61
HPGP_GLOBAL,GRE-008,clarithromycin,yes,1,PASS,1,1672291,1672291,6.223311852467684,1672291,100.0,0.08
HPGP_GLOBAL,GRE-008,levofloxacin,yes,1,PASS,1,1672291,1672291,6.223311852467684,1672291,100.0,0.08
HPGP_GLOBAL,GRE-012,clarithromycin,yes,1,PASS,1,1588490,1588490,6.200984485163488,1588490,100.0,0.0
HPGP_GLOBAL,GRE-012,levofloxacin,yes,1,PASS,1,1588490,1588490,6.200984485163488,1588490,100.0,0.0
HPGP_GLOBAL,GRE-019,clarithromycin,yes,1,PASS,1,1673893,1673893,6.223727693206367,1673893,99.98,0.08
HPGP_GLOBAL,GRE-019,levofloxacin,yes,1,PASS,1,1673893,1673893,6.223727693206367,1673893,99.98,0.08
HPGP_GLOBAL,GRE-020,clarithromycin,yes,1,PASS,1,1592179,1592179,6.201991891506064,1592179,99.99,0.03
HPGP_GLOBAL,GRE-020,levofloxacin,yes,1,PASS,1,1592179,1592179,6.201991891506064,1592179,99.99,0.03
HPGP_GLOBAL,GRE-041,clarithromycin,yes,1,PASS,1,1626901,1626901,6.211361126101057,1626901,99.96,0.46
HPGP_GLOBAL,GRE-041,levofloxacin,yes,1,PASS,1,1626901,1626901,6.211361126101057,1626901,99.96,0.46
HPGP_GLOBAL,GRE-044,clarithromycin,yes,1,PASS,1,1688552,1688552,6.227514439543726,1688552,99.97,0.3
HPGP_GLOBAL,GRE-044,levofloxacin,yes,1,PASS,1,1688552,1688552,6.227514439543726,1688552,99.97,0.3
HPGP_GLOBAL,GRE-046,clarithromycin,yes,1,PASS,1,1626936,1626936,6.211370469105557,1626936,99.95,0.92
HPGP_GLOBAL,GRE-046,levofloxacin,yes,1,PASS,1,1626936,1626936,6.211370469105557,1626936,99.95,0.92
HPGP_GLOBAL,GTM-004,clarithromycin,yes,1,PASS,1,1717839,1717839,6.2349824582798075,1717839,99.99,0.12
HPGP_GLOBAL,GTM-004,levofloxacin,yes,1,PASS,1,1717839,1717839,6.2349824582798075,1717839,99.99,0.12
HPGP_GLOBAL,GTM-010,clarithromycin,yes,1,PASS,1,1657923,1657923,6.2195643564605465,1657923,99.99,0.02
HPGP_GLOBAL,GTM-010,levofloxacin,yes,1,PASS,1,1657923,1657923,6.2195643564605465,1657923,99.99,0.02
HPGP_GLOBAL,HON-003,clarithromycin,yes,1,PASS,1,1685063,1685063,6.226616142620346,1685063,100.0,0.01
HPGP_GLOBAL,HON-003,levofloxacin,yes,1,PASS,1,1685063,1685063,6.226616142620346,1685063,100.0,0.01
HPGP_GLOBAL,HON-004,clarithromycin,yes,1,PASS,1,1630226,1630226,6.21224781529306,1630226,100.0,0.0
HPGP_GLOBAL,HON-004,levofloxacin,yes,1,PASS,1,1630226,1630226,6.21224781529306,1630226,100.0,0.0
HPGP_GLOBAL,HON-005,clarithromycin,yes,1,PASS,1,1668680,1668680,6.222373060730304,1668680,99.99,0.1
HPGP_GLOBAL,HON-005,levofloxacin,yes,1,PASS,1,1668680,1668680,6.222373060730304,1668680,99.99,0.1
HPGP_GLOBAL,HON-006,clarithromycin,yes,1,PASS,1,1661292,1661292,6.22044597371763,1661292,99.99,0.08
HPGP_GLOBAL,HON-006,levofloxacin,yes,1,PASS,1,1661292,1661292,6.22044597371763,1661292,99.99,0.08
HPGP_GLOBAL,HON-007,clarithromycin,yes,1,PASS,1,1685659,1685659,6.226769723671475,1685659,100.0,0.02
HPGP_GLOBAL,HON-007,levofloxacin,yes,1,PASS,1,1685659,1685659,6.226769723671475,1685659,100.0,0.02
HPGP_GLOBAL,HON-009,clarithromycin,yes,1,PASS,1,1626855,1626855,6.211348846418026,1626855,99.94,0.08
HPGP_GLOBAL,HON-009,levofloxacin,yes,1,PASS,1,1626855,1626855,6.211348846418026,1626855,99.94,0.08
HPGP_GLOBAL,HON-015,clarithromycin,yes,1,PASS,1,1612896,1612896,6.207606364858109,1612896,100.0,0.01
HPGP_GLOBAL,HON-015,levofloxacin,yes,1,PASS,1,1612896,1612896,6.207606364858109,1612896,100.0,0.01
HPGP_GLOBAL,HON-017,clarithromycin,yes,1,PASS,1,1640975,1640975,6.215101964694317,1640975,99.99,0.0
HPGP_GLOBAL,HON-017,levofloxacin,yes,1,PASS,1,1640975,1640975,6.215101964694317,1640975,99.99,0.0
HPGP_GLOBAL,HON-018,clarithromycin,yes,1,PASS,1,1644126,1644126,6.215935097272067,1644126,100.0,0.01
HPGP_GLOBAL,HON-018,levofloxacin,yes,1,PASS,1,1644126,1644126,6.215935097272067,1644126,100.0,0.01
HPGP_GLOBAL,HON-019,clarithromycin,yes,1,PASS,1,1652372,1652372,6.21810782710065,1652372,99.99,0.0
HPGP_GLOBAL,HON-019,levofloxacin,yes,1,PASS,1,1652372,1652372,6.21810782710065,1652372,99.99,0.0
HPGP_GLOBAL,HON-020,clarithromycin,yes,1,PASS,1,1632447,1632447,6.212839090111774,1632447,100.0,0.03
HPGP_GLOBAL,HON-020,levofloxacin,yes,1,PASS,1,1632447,1632447,6.212839090111774,1632447,100.0,0.03
HPGP_GLOBAL,HON-021,clarithromycin,yes,1,PASS,1,1687777,1687777,6.227315064287709,1687777,100.0,0.18
HPGP_GLOBAL,HON-021,levofloxacin,yes,1,PASS,1,1687777,1687777,6.227315064287709,1687777,100.0,0.18
HPGP_GLOBAL,HON-024,clarithromycin,yes,1,PASS,1,1586336,1586336,6.200395180138548,1586336,99.99,0.03
HPGP_GLOBAL,HON-024,levofloxacin,yes,1,PASS,1,1586336,1586336,6.200395180138548,1586336,99.99,0.03
HPGP_GLOBAL,HON-025,clarithromycin,yes,1,PASS,1,1678645,1678645,6.224958861211098,1678645,100.0,0.16
HPGP_GLOBAL,HON-025,levofloxacin,yes,1,PASS,1,1678645,1678645,6.224958861211098,1678645,100.0,0.16
HPGP_GLOBAL,HON-027,clarithromycin,yes,1,PASS,1,1595943,1595943,6.20301737622052,1595943,99.98,0.0
HPGP_GLOBAL,HON-027,levofloxacin,yes,1,PASS,1,1595943,1595943,6.20301737622052,1595943,99.98,0.0
HPGP_GLOBAL,IND-005,clarithromycin,yes,1,PASS,1,1594733,1594733,6.202687981228177,1594733,99.98,0.0
HPGP_GLOBAL,IND-005,levofloxacin,yes,1,PASS,1,1594733,1594733,6.202687981228177,1594733,99.98,0.0
HPGP_GLOBAL,IND-006,clarithromycin,yes,1,PASS,1,1670468,1670468,6.22283816057485,1670468,99.96,0.27
HPGP_GLOBAL,IND-006,levofloxacin,yes,1,PASS,1,1670468,1670468,6.22283816057485,1670468,99.96,0.27
HPGP_GLOBAL,IND-007,clarithromycin,yes,1,PASS,1,1634213,1634213,6.213308660945445,1634213,100.0,0.02
HPGP_GLOBAL,IND-007,levofloxacin,yes,1,PASS,1,1634213,1634213,6.213308660945445,1634213,100.0,0.02
HPGP_GLOBAL,IND-008,clarithromycin,yes,1,PASS,1,1629937,1629937,6.21217081846462,1629937,99.98,0.25
HPGP_GLOBAL,IND-008,levofloxacin,yes,1,PASS,1,1629937,1629937,6.21217081846462,1629937,99.98,0.25
HPGP_GLOBAL,IND-009,clarithromycin,yes,1,PASS,1,1626935,1626935,6.2113702021653605,1626935,99.99,0.0
HPGP_GLOBAL,IND-009,levofloxacin,yes,1,PASS,1,1626935,1626935,6.2113702021653605,1626935,99.99,0.0
HPGP_GLOBAL,ISL-002,clarithromycin,yes,1,PASS,1,1603320,1603320,6.205020210042629,1603320,99.99,0.01
HPGP_GLOBAL,ISL-002,levofloxacin,yes,1,PASS,1,1603320,1603320,6.205020210042629,1603320,99.99,0.01
HPGP_GLOBAL,ISL-004,clarithromycin,yes,1,PASS,1,1589350,1589350,6.2012195462512425,1589350,99.98,0.24
HPGP_GLOBAL,ISL-004,levofloxacin,yes,1,PASS,1,1589350,1589350,6.2012195462512425,1589350,99.98,0.24
HPGP_GLOBAL,ISL-005,clarithromycin,yes,1,PASS,1,1622439,1622439,6.210168377298966,1622439,99.98,0.47
HPGP_GLOBAL,ISL-005,levofloxacin,yes,1,PASS,1,1622439,1622439,6.210168377298966,1622439,99.98,0.47
HPGP_GLOBAL,ISL-007,clarithromycin,yes,1,PASS,1,1582374,1582374,6.199309138415582,1582374,99.99,0.08
HPGP_GLOBAL,ISL-007,levofloxacin,yes,1,PASS,1,1582374,1582374,6.199309138415582,1582374,99.99,0.08
HPGP_GLOBAL,ISL-009,clarithromycin,yes,1,PASS,1,1568124,1568124,6.195380401707154,1568124,99.99,0.13
HPGP_GLOBAL,ISL-009,levofloxacin,yes,1,PASS,1,1568124,1568124,6.195380401707154,1568124,99.99,0.13
HPGP_GLOBAL,ISR-002,clarithromycin,yes,1,PASS,1,1639305,1639305,6.2146597635118335,1639305,99.99,0.35
HPGP_GLOBAL,ISR-002,levofloxacin,yes,1,PASS,1,1639305,1639305,6.2146597635118335,1639305,99.99,0.35
HPGP_GLOBAL,ISR-004,clarithromycin,yes,1,PASS,1,1642907,1642907,6.215612980032776,1642907,99.99,0.12
HPGP_GLOBAL,ISR-004,levofloxacin,yes,1,PASS,1,1642907,1642907,6.215612980032776,1642907,99.99,0.12
HPGP_GLOBAL,ISR-006,clarithromycin,yes,1,PASS,1,1625394,1625394,6.210958652259619,1625394,100.0,0.36
HPGP_GLOBAL,ISR-006,levofloxacin,yes,1,PASS,1,1625394,1625394,6.210958652259619,1625394,100.0,0.36
HPGP_GLOBAL,ITA-002,clarithromycin,yes,1,PASS,1,1622199,1622199,6.210104129345359,1622199,99.99,0.14
HPGP_GLOBAL,ITA-002,levofloxacin,yes,1,PASS,1,1622199,1622199,6.210104129345359,1622199,99.99,0.14
HPGP_GLOBAL,ITA-003,clarithromycin,yes,1,PASS,1,1614725,1614725,6.208098569297493,1614725,99.99,0.08
HPGP_GLOBAL,ITA-003,levofloxacin,yes,1,PASS,1,1614725,1614725,6.208098569297493,1614725,99.99,0.08
HPGP_GLOBAL,ITA-004,clarithromycin,yes,1,PASS,1,1633683,1633683,6.213167789829946,1633683,99.99,0.19
HPGP_GLOBAL,ITA-004,levofloxacin,yes,1,PASS,1,1633683,1633683,6.213167789829946,1633683,99.99,0.19
HPGP_GLOBAL,ITA-006,clarithromycin,yes,1,PASS,1,1592030,1592030,6.201951247265783,1592030,99.99,0.07
HPGP_GLOBAL,ITA-006,levofloxacin,yes,1,PASS,1,1592030,1592030,6.201951247265783,1592030,99.99,0.07
HPGP_GLOBAL,ITA-007,clarithromycin,yes,1,PASS,1,1612055,1612055,6.207379854956061,1612055,99.98,0.08
HPGP_GLOBAL,ITA-007,levofloxacin,yes,1,PASS,1,1612055,1612055,6.207379854956061,1612055,99.98,0.08
