dataset_id,isolate_id,blast_task,hit_rank,subject_sequence,query_start,query_end,subject_start,subject_end,identity,coverage,marker_spanning,nearest_marker_distance_bp
CHINA_NINGXIA_2022,SHZY11,blastn,14,JAHXKT010000001.1,19,83,570746,570689,0.7230800000000001,0.021900269541778976,False,2060
CHINA_NINGXIA_2022,SHZY11,blastn,15,JAHXKT010000001.1,543,558,619764,619749,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY11,blastn,16,JAHXKT010000009.1,50,70,63096,63116,0.90476,0.007075471698113208,False,2073
CHINA_NINGXIA_2022,SHZY11,blastn,17,JAHXKT010000003.1,1345,1360,80960,80975,1.0,0.005390835579514825,False,783
CHINA_NINGXIA_2022,SHZY12,blastn,1,JAHXKU010000004.1,72,93,143082,143061,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY12,blastn,2,JAHXKU010000004.1,66,99,127571,127536,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY12,blastn,3,JAHXKU010000004.1,63,83,156235,156255,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY12,blastn,4,JAHXKU010000013.1,2222,2238,12877,12861,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY12,blastn,5,JAHXKU010000012.1,63,104,37146,37186,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY12,blastn,6,JAHXKU010000001.1,603,624,96507,96486,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY12,blastn,7,JAHXKU010000001.1,80,101,162271,162247,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY12,blastn,8,JAHXKU010000020.1,61,84,1009,986,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY12,blastn,9,JAHXKU010000002.1,85,103,32615,32597,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY12,blastn,10,JAHXKU010000002.1,87,105,89146,89164,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY12,blastn,11,JAHXKU010000002.1,1187,1202,4298,4313,1.0,0.005390835579514825,False,941
CHINA_NINGXIA_2022,SHZY12,blastn,12,JAHXKU010000005.1,122,143,38853,38875,0.9130400000000001,0.00774932614555256,False,2000
CHINA_NINGXIA_2022,SHZY12,blastn,13,JAHXKU010000029.1,1956,1971,765,780,1.0,0.005390835579514825,False,172
CHINA_NINGXIA_2022,SHZY12,blastn,14,JAHXKU010000011.1,50,70,44846,44866,0.90476,0.007075471698113208,False,2073
CHINA_NINGXIA_2022,SHZY13,blastn,1,JAHXKV010000008.1,55,82,41321,41294,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY13,blastn,2,JAHXKV010000007.1,57,89,873,905,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY13,blastn,3,JAHXKV010000007.1,72,93,15318,15339,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY13,blastn,4,JAHXKV010000007.1,66,99,30132,30167,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY13,blastn,5,JAHXKV010000007.1,63,83,2223,2203,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY13,blastn,6,JAHXKV010000004.1,2222,2238,7572,7556,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY13,blastn,7,JAHXKV010000023.1,50,66,872,856,1.0,0.0057277628032345014,False,2077
CHINA_NINGXIA_2022,SHZY13,blastn,8,JAHXKV010000023.1,1371,1386,6322,6337,1.0,0.005390835579514825,False,757
CHINA_NINGXIA_2022,SHZY13,blastn,9,JAHXKV010000019.1,63,104,36878,36918,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY13,blastn,10,JAHXKV010000001.1,2180,2196,59181,59197,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY13,blastn,11,JAHXKV010000001.1,80,101,29371,29395,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY13,blastn,12,JAHXKV010000001.1,1736,1764,105801,105773,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY13,blastn,13,JAHXKV010000001.1,543,558,187978,187963,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY13,blastn,14,JAHXKV010000001.1,1006,1021,202831,202816,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY13,blastn,15,JAHXKV010000006.1,87,105,8915,8897,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY13,blastn,16,JAHXKV010000006.1,20,38,47163,47145,0.9473699999999999,0.006401617250673854,False,2105
CHINA_NINGXIA_2022,SHZY13,blastn,17,JAHXKV010000006.1,85,103,64792,64810,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY13,blastn,18,JAHXKV010000006.1,1187,1202,91555,91540,1.0,0.005390835579514825,False,941
CHINA_NINGXIA_2022,SHZY13,blastn,19,JAHXKV010000025.1,61,84,1008,985,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY13,blastn,20,JAHXKV010000020.1,728,746,21421,21403,0.9473699999999999,0.006401617250673854,False,1397
CHINA_NINGXIA_2022,SHZY13,blastn,21,JAHXKV010000014.1,2226,2244,18467,18449,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY13,blastn,22,JAHXKV010000028.1,1956,1971,875,890,1.0,0.005390835579514825,False,172
CHINA_NINGXIA_2022,SHZY13,blastn,23,JAHXKV010000016.1,50,70,50997,51017,0.90476,0.007075471698113208,False,2073
CHINA_NINGXIA_2022,SHZY14,blastn,1,JAHXKW010000003.1,55,82,62649,62676,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY14,blastn,2,JAHXKW010000003.1,57,89,156623,156591,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY14,blastn,3,JAHXKW010000003.1,1514,1532,21727,21745,0.9473699999999999,0.006401617250673854,False,611
CHINA_NINGXIA_2022,SHZY14,blastn,4,JAHXKW010000003.1,66,99,126622,126587,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY14,blastn,5,JAHXKW010000003.1,68,86,152405,152387,0.9473699999999999,0.006401617250673854,False,2057
CHINA_NINGXIA_2022,SHZY14,blastn,6,JAHXKW010000003.1,63,83,155273,155293,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY14,blastn,7,JAHXKW010000024.1,66,90,103,127,0.88,0.008423180592991913,False,2053
CHINA_NINGXIA_2022,SHZY14,blastn,8,JAHXKW010000008.1,1953,1969,2186,2170,1.0,0.0057277628032345014,False,174
CHINA_NINGXIA_2022,SHZY14,blastn,9,JAHXKW010000011.1,63,104,11412,11372,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY14,blastn,10,JAHXKW010000001.1,2180,2196,192807,192823,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY14,blastn,11,JAHXKW010000001.1,80,101,169927,169951,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY14,blastn,12,JAHXKW010000001.1,1736,1764,239517,239489,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY14,blastn,13,JAHXKW010000001.1,543,558,321491,321476,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY14,blastn,14,JAHXKW010000007.1,2226,2244,64589,64571,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY14,blastn,15,JAHXKW010000002.1,85,103,212756,212774,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY14,blastn,16,JAHXKW010000002.1,64,84,222887,222867,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY14,blastn,17,JAHXKW010000022.1,1956,1971,2171,2186,1.0,0.005390835579514825,False,172
CHINA_NINGXIA_2022,SHZY14,blastn,18,JAHXKW010000014.1,75,90,2663,2678,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY15,blastn,1,JAHXKX010000013.1,55,82,25285,25312,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY15,blastn,2,JAHXKX010000001.1,64,105,1975,1936,0.78571,0.014150943396226415,False,2038
CHINA_NINGXIA_2022,SHZY15,blastn,3,JAHXKX010000001.1,84,103,90237,90218,0.95,0.006738544474393531,False,2040
CHINA_NINGXIA_2022,SHZY15,blastn,4,JAHXKX010000001.1,2180,2196,496885,496901,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY15,blastn,5,JAHXKX010000001.1,603,624,530894,530915,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY15,blastn,6,JAHXKX010000001.1,80,101,473933,473957,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY15,blastn,7,JAHXKX010000001.1,1736,1764,541638,541610,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY15,blastn,8,JAHXKX010000001.1,543,558,623796,623781,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY15,blastn,9,JAHXKX010000008.1,74,90,37814,37798,1.0,0.0057277628032345014,False,2053
CHINA_NINGXIA_2022,SHZY15,blastn,10,JAHXKX010000007.1,57,89,880,912,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY15,blastn,11,JAHXKX010000007.1,66,99,30751,30786,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY15,blastn,12,JAHXKX010000007.1,63,83,2230,2210,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY15,blastn,13,JAHXKX010000031.1,2180,2196,8279,8295,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY15,blastn,14,JAHXKX010000003.1,2222,2238,2520,2536,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY15,blastn,15,JAHXKX010000025.1,61,84,12474,12497,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY15,blastn,16,JAHXKX010000002.1,592,610,92842,92860,0.9473699999999999,0.006401617250673854,False,1533
CHINA_NINGXIA_2022,SHZY15,blastn,17,JAHXKX010000010.1,2226,2244,37630,37612,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY15,blastn,18,JAHXKX010000038.1,64,84,2296,2316,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY15,blastn,19,JAHXKX010000032.1,50,70,3422,3442,0.90476,0.007075471698113208,False,2073
CHINA_NINGXIA_2022,SHZY16,blastn,1,JAHXKY010000010.1,2275,2302,18338,18365,0.85714,0.009433962264150943,False,131
CHINA_NINGXIA_2022,SHZY16,blastn,2,JAHXKY010000001.1,64,105,1995,1956,0.78571,0.014150943396226415,False,2038
CHINA_NINGXIA_2022,SHZY16,blastn,3,JAHXKY010000001.1,1187,1202,61172,61187,1.0,0.005390835579514825,False,941
CHINA_NINGXIA_2022,SHZY16,blastn,4,JAHXKY010000007.1,72,93,4311,4332,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY16,blastn,5,JAHXKY010000007.1,66,99,19538,19573,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY16,blastn,6,JAHXKY010000003.1,2180,2196,17055,17039,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY16,blastn,7,JAHXKY010000003.1,80,101,46830,46806,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY16,blastn,8,JAHXKY010000029.1,57,89,936,968,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY16,blastn,9,JAHXKY010000029.1,63,83,2289,2269,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY16,blastn,10,JAHXKY010000022.1,2222,2238,17184,17168,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY16,blastn,11,JAHXKY010000014.1,63,104,37134,37174,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY16,blastn,12,JAHXKY010000004.1,1736,1764,29668,29640,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY16,blastn,13,JAHXKY010000002.1,85,103,9644,9626,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY16,blastn,14,JAHXKY010000002.1,75,90,77294,77309,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY16,blastn,15,JAHXKY010000017.1,2226,2244,42791,42773,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY16,blastn,16,JAHXKY010000015.1,61,84,1006,983,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY17,megablast,1,JAHXKZ010000022.1,1,2968,3433,459,0.9879000000000001,1.0026954177897573,True,0
CHINA_NINGXIA_2022,SHZY17,blastn,1,JAHXKZ010000022.1,1,2968,3433,459,0.9879000000000001,1.0026954177897573,True,0
CHINA_NINGXIA_2022,SHZY17,blastn,2,JAHXKZ010000014.1,53,70,15382,15399,1.0,0.006064690026954178,False,2073
CHINA_NINGXIA_2022,SHZY17,blastn,3,JAHXKZ010000011.1,55,82,603,576,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY17,blastn,4,JAHXKZ010000009.1,72,93,77557,77536,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY17,blastn,5,JAHXKZ010000009.1,57,89,92110,92078,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY17,blastn,6,JAHXKZ010000008.1,63,104,35889,35929,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY17,blastn,7,JAHXKZ010000003.1,2222,2238,16961,16945,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY17,blastn,8,JAHXKZ010000001.1,603,624,127189,127168,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY17,blastn,9,JAHXKZ010000001.1,2180,2196,161285,161269,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY17,blastn,10,JAHXKZ010000001.1,1006,1021,18748,18763,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY17,blastn,11,JAHXKZ010000001.1,543,558,33554,33569,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY17,blastn,12,JAHXKZ010000001.1,2104,2119,156510,156495,1.0,0.005390835579514825,False,24
CHINA_NINGXIA_2022,SHZY17,blastn,13,JAHXKZ010000020.1,61,84,10254,10277,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY17,blastn,14,JAHXKZ010000002.1,85,103,96094,96112,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY17,blastn,15,JAHXKZ010000002.1,75,90,27666,27651,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY17,blastn,16,JAHXKZ010000002.1,64,84,108422,108402,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY17,blastn,17,JAHXKZ010000012.1,2226,2244,60044,60026,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY17,blastn,18,JAHXKZ010000010.1,1371,1386,61877,61862,1.0,0.005390835579514825,False,757
CHINA_NINGXIA_2022,SHZY18,blastn,1,JAHXLA010000012.1,63,104,6634,6594,0.81395,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY18,blastn,2,JAHXLA010000006.1,64,105,73229,73268,0.78571,0.014150943396226415,False,2038
CHINA_NINGXIA_2022,SHZY18,blastn,3,JAHXLA010000054.1,2222,2238,2660,2676,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY18,blastn,4,JAHXLA010000037.1,603,624,5904,5925,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY18,blastn,5,JAHXLA010000003.1,2180,2196,26970,26954,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY18,blastn,6,JAHXLA010000003.1,80,101,56775,56751,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY18,blastn,7,JAHXLA010000029.1,2226,2244,4337,4355,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY18,blastn,8,JAHXLA010000027.1,1514,1532,591,573,0.9473699999999999,0.006401617250673854,False,611
CHINA_NINGXIA_2022,SHZY18,blastn,9,JAHXLA010000023.1,728,746,9757,9775,0.9473699999999999,0.006401617250673854,False,1397
CHINA_NINGXIA_2022,SHZY18,blastn,10,JAHXLA010000023.1,80,103,16939,16916,0.875,0.008086253369272238,False,2040
CHINA_NINGXIA_2022,SHZY18,blastn,11,JAHXLA010000002.1,1736,1764,113774,113802,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY18,blastn,12,JAHXLA010000002.1,1006,1021,18589,18604,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY18,blastn,13,JAHXLA010000002.1,543,558,32993,33008,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY18,blastn,14,JAHXLA010000014.1,85,103,21042,21060,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY18,blastn,15,JAHXLA010000014.1,64,84,31141,31121,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY18,blastn,16,JAHXLA010000013.1,66,99,29838,29873,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY18,blastn,17,JAHXLA010000013.1,63,83,2230,2210,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY19,blastn,1,JAHXLB010000006.1,64,105,1995,1956,0.78571,0.014150943396226415,False,2038
CHINA_NINGXIA_2022,SHZY19,blastn,2,JAHXLB010000005.1,55,82,5123,5150,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY19,blastn,3,JAHXLB010000005.1,66,99,71082,71047,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY19,blastn,4,JAHXLB010000002.1,2275,2302,10400,10373,0.85714,0.009433962264150943,False,131
CHINA_NINGXIA_2022,SHZY19,blastn,5,JAHXLB010000002.1,2222,2238,142629,142645,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY19,blastn,6,JAHXLB010000002.1,122,143,70510,70488,0.9130400000000001,0.00774932614555256,False,2000
CHINA_NINGXIA_2022,SHZY19,blastn,7,JAHXLB010000001.1,2636,2653,231993,231976,1.0,0.006064690026954178,False,492
CHINA_NINGXIA_2022,SHZY19,blastn,8,JAHXLB010000001.1,80,106,61718,61689,0.83333,0.010107816711590296,False,2037
CHINA_NINGXIA_2022,SHZY19,blastn,9,JAHXLB010000001.1,658,678,246731,246751,0.90476,0.007075471698113208,False,1465
CHINA_NINGXIA_2022,SHZY19,blastn,10,JAHXLB010000012.1,66,90,24176,24200,0.88,0.008423180592991913,False,2053
CHINA_NINGXIA_2022,SHZY19,blastn,11,JAHXLB010000003.1,84,105,30571,30550,0.9090900000000001,0.007412398921832884,False,2038
CHINA_NINGXIA_2022,SHZY19,blastn,12,JAHXLB010000003.1,1003,1021,18587,18605,0.9473699999999999,0.006401617250673854,False,1122
CHINA_NINGXIA_2022,SHZY19,blastn,13,JAHXLB010000003.1,1736,1764,115765,115793,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY19,blastn,14,JAHXLB010000003.1,543,558,33201,33216,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY19,blastn,15,JAHXLB010000026.1,57,89,5554,5522,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY19,blastn,16,JAHXLB010000026.1,68,86,1368,1350,0.9473699999999999,0.006401617250673854,False,2057
CHINA_NINGXIA_2022,SHZY19,blastn,17,JAHXLB010000026.1,63,83,4204,4224,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY19,blastn,18,JAHXLB010000008.1,80,101,54448,54424,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY19,blastn,19,JAHXLB010000010.1,2226,2244,4254,4272,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY19,blastn,20,JAHXLB010000010.1,86,101,41043,41028,1.0,0.005390835579514825,False,2042
CHINA_NINGXIA_2022,SHZY19,blastn,21,JAHXLB010000017.1,65,103,20513,20551,0.8,0.013477088948787063,False,2040
CHINA_NINGXIA_2022,SHZY19,blastn,22,JAHXLB010000015.1,50,70,37014,37034,0.90476,0.007075471698113208,False,2073
CHINA_NINGXIA_2022,SHZY20,blastn,1,JAHXLC010000026.1,55,82,7515,7488,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY20,blastn,2,JAHXLC010000030.1,84,103,3453,3434,0.95,0.006738544474393531,False,2040
CHINA_NINGXIA_2022,SHZY20,blastn,3,JAHXLC010000022.1,72,93,10363,10384,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY20,blastn,4,JAHXLC010000022.1,66,99,26164,26199,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY20,blastn,5,JAHXLC010000017.1,603,624,32805,32784,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY20,blastn,6,JAHXLC010000017.1,1736,1764,22344,22372,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY20,blastn,7,JAHXLC010000014.1,2222,2238,16905,16889,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY20,blastn,8,JAHXLC010000054.1,1514,1532,12185,12203,0.9473699999999999,0.006401617250673854,False,611
CHINA_NINGXIA_2022,SHZY20,blastn,9,JAHXLC010000035.1,2226,2244,2791,2773,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY20,blastn,10,JAHXLC010000020.1,80,101,21881,21857,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY20,blastn,11,JAHXLC010000002.1,87,105,8696,8714,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY20,blastn,12,JAHXLC010000076.1,1956,1971,3640,3625,1.0,0.005390835579514825,False,172
CHINA_NINGXIA_2022,SHZY20,blastn,13,JAHXLC010000048.1,543,558,12738,12753,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY20,blastn,14,JAHXLC010000004.1,926,941,22926,22911,1.0,0.005390835579514825,False,1202
CHINA_NINGXIA_2022,SHZY21,blastn,1,JAHXLD010000032.1,57,89,7228,7196,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY21,blastn,2,JAHXLD010000032.1,68,86,2944,2926,0.9473699999999999,0.006401617250673854,False,2057
CHINA_NINGXIA_2022,SHZY21,blastn,3,JAHXLD010000032.1,63,83,5878,5898,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY21,blastn,4,JAHXLD010000002.1,2180,2196,28341,28325,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY21,blastn,5,JAHXLD010000002.1,65,101,57947,57909,0.8,0.013477088948787063,False,2042
CHINA_NINGXIA_2022,SHZY21,blastn,6,JAHXLD010000010.1,63,104,71054,71014,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY21,blastn,7,JAHXLD010000001.1,603,624,126990,126969,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY21,blastn,8,JAHXLD010000001.1,1736,1764,115881,115909,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY21,blastn,9,JAHXLD010000001.1,1006,1021,18528,18543,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY21,blastn,10,JAHXLD010000001.1,543,558,33029,33044,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY21,blastn,11,JAHXLD010000009.1,87,105,39530,39512,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY21,blastn,12,JAHXLD010000028.1,61,84,12482,12505,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY21,blastn,13,JAHXLD010000019.1,2226,2244,28360,28342,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY21,blastn,14,JAHXLD010000018.1,516,534,22107,22089,0.9473699999999999,0.006401617250673854,False,1609
CHINA_NINGXIA_2022,SHZY21,blastn,15,JAHXLD010000015.1,66,99,24606,24641,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY21,blastn,16,JAHXLD010000007.1,64,84,78797,78817,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY22,blastn,1,JAHXLE010000004.1,55,82,41593,41566,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY22,blastn,2,JAHXLE010000004.1,1514,1532,84586,84568,0.9473699999999999,0.006401617250673854,False,611
CHINA_NINGXIA_2022,SHZY22,blastn,3,JAHXLE010000008.1,64,83,80538,80519,0.95,0.006738544474393531,False,2060
CHINA_NINGXIA_2022,SHZY22,blastn,4,JAHXLE010000020.1,293,312,16452,16471,0.95,0.006738544474393531,False,1831
CHINA_NINGXIA_2022,SHZY22,blastn,5,JAHXLE010000018.1,2222,2238,16965,16949,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY22,blastn,6,JAHXLE010000013.1,72,93,48434,48413,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY22,blastn,7,JAHXLE010000013.1,57,89,62926,62894,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY22,blastn,8,JAHXLE010000013.1,63,83,61576,61596,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY22,blastn,9,JAHXLE010000001.1,2180,2196,199443,199459,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY22,blastn,10,JAHXLE010000001.1,80,101,169687,169711,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY22,blastn,11,JAHXLE010000001.1,1736,1764,245851,245823,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY22,blastn,12,JAHXLE010000001.1,447,467,182926,182946,0.90476,0.007075471698113208,False,1676
CHINA_NINGXIA_2022,SHZY22,blastn,13,JAHXLE010000005.1,85,103,32850,32868,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY22,blastn,14,JAHXLE010000024.1,61,84,1009,986,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY22,blastn,15,JAHXLE010000002.1,87,105,23333,23351,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY22,blastn,16,JAHXLE010000014.1,516,534,43929,43911,0.9473699999999999,0.006401617250673854,False,1609
CHINA_NINGXIA_2022,SHZY22,blastn,17,JAHXLE010000012.1,2226,2244,63215,63197,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY22,blastn,18,JAHXLE010000009.1,65,103,49189,49151,0.8,0.013477088948787063,False,2040
CHINA_NINGXIA_2022,SHZY22,blastn,19,JAHXLE010000007.1,543,558,72772,72757,1.0,0.005390835579514825,False,1585
