dataset_id,isolate_id,lineage_recomputed,clustering_method,core_variable_sites,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,development_5nn_distance,development_5nn_percentile
HPGP_GLOBAL,POL-106,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.20236,-1.8886577,22.614304,7.4205494,-1.0695567,2.3388667,-9.033591,-4.0948753,6.549219,7.6975884,0.8136659976416822,0.8285024154589372
HPGP_GLOBAL,POL-108,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.22399,-1.8620037,22.608644,7.4293246,-1.0956032,2.3511856,-9.086962,-4.0940146,6.533824,7.7306514,0.8176958971718034,0.8357487922705314
HPGP_GLOBAL,POL-110,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.11271,-2.2837574,21.324026,5.4369574,-0.6022183,0.9687621,-6.1386156,-3.7197056,3.9250448,3.2362554,0.4820480945217674,0.6086956521739131
HPGP_GLOBAL,RUS-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.56584,2.6446412,20.430635,10.565071,-1.1671613,1.4333398,-0.7418659,-0.91081864,1.3500286,1.5075521,0.3390096254728783,0.391304347826087
HPGP_GLOBAL,RUS-003,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.13436,2.23212,22.004179,10.540543,-0.81868744,-0.115695104,-2.125955,-1.9650414,1.75311,0.43245316,0.3203493371349197,0.3478260869565217
HPGP_GLOBAL,RUS-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.12522,4.0540237,19.113401,11.661542,-1.1929984,-0.9318928,-0.06306596,-0.60147864,1.4425935,1.1006578,0.2177746089498768,0.1328502415458937
HPGP_GLOBAL,RUS-007,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.628815,5.4867215,20.250662,13.219355,-1.1435864,-0.6934082,-0.077128746,-0.42636272,0.31944507,0.80374914,0.2514011200489359,0.1956521739130435
HPGP_GLOBAL,RUS-011,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.717575,1.6882604,20.583,7.1045876,-0.3457587,0.3025888,-2.863473,-1.3021443,1.2239158,0.34213376,0.3072325555225645,0.323671497584541
HPGP_GLOBAL,SPA-101,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.28597,-4.342243,21.56005,2.0203407,0.0370823,1.0982893,-3.8283863,-1.6498803,2.8396919,1.9111956,0.2835484330659402,0.2681159420289855
HPGP_GLOBAL,SPA-504,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.56289,-2.948997,20.778988,5.863879,-0.28300303,2.685482,-4.3760824,-1.3365284,3.3888412,1.8115788,0.2838704102281679,0.2705314009661835
HPGP_GLOBAL,SPA-806,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.059975,1.4219216,21.832596,10.516099,-0.72911716,-0.07119197,-2.262564,-1.089987,1.2638248,0.7019423,0.2842669817732012,0.2729468599033816
HPGP_GLOBAL,SWE-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,83.75961,10.428355,17.809547,21.56393,-2.0589662,-5.566359,7.318804,2.4717374,-1.6821058,-2.5526185,0.5607745053100321,0.6690821256038647
HPGP_GLOBAL,SWE-010,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,83.6557,9.449226,18.460585,20.276741,-1.9075513,-3.8192642,6.371506,1.707882,-2.8159828,0.392791,0.3355074233223533,0.3840579710144927
HPGP_GLOBAL,SWE-015,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.31431,6.2292128,17.473856,17.909163,-1.7877026,-3.2734342,3.5237207,-0.3012029,-2.9316282,-0.14959916,0.4036826854990051,0.4927536231884058
HPGP_GLOBAL,SWE-016,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,84.67697,6.137432,17.920479,16.532192,-1.665909,-2.7548952,4.719431,0.57219654,-1.7237357,-2.27228,0.4613402119653275,0.5748792270531401
HPGP_GLOBAL,SWE-026,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.451294,6.9493513,18.263966,15.231531,-1.831861,-3.295086,3.953684,-0.22732075,-1.6786089,-2.3330815,0.4197691912810996,0.5265700483091788
HPGP_GLOBAL,SWE-028,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,81.82288,12.058128,17.65075,23.975233,-2.867215,-5.0370417,7.198175,1.3296221,-4.5845,-0.46933505,0.5971286251588511,0.7077294685990339
HPGP_GLOBAL,SWE-031,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,84.5293,7.273155,17.643492,19.203026,-2.1982145,-3.9034529,7.0311904,1.0501275,-3.6866999,-2.2518063,0.4974658728403148,0.6231884057971014
HPGP_GLOBAL,SWT-002,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.70334,-2.2247517,21.291883,5.3977637,-0.23839502,1.3806522,-4.324447,-1.9169842,2.3964489,0.39033377,0.2309954592362476,0.1521739130434782
HPGP_GLOBAL,SWT-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.7963,2.9629166,20.003534,10.642659,-0.34069756,-0.6205883,-1.7655574,-0.76076984,-0.37518412,1.8782407,0.3392558259104958,0.393719806763285
HPGP_GLOBAL,SWT-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.52648,-2.6100025,20.582165,4.398435,-0.058558255,1.7122631,-3.8888752,-2.740442,1.9095215,0.6974303,0.2456744109474662,0.178743961352657
HPGP_GLOBAL,SWT-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.2057,-2.9774206,20.499334,4.972388,0.0040006107,0.81157845,-3.3662174,-1.9718843,2.755854,1.9347485,0.2286730811017522,0.1425120772946859
HPGP_GLOBAL,SWT-011,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.09274,1.188814,17.18793,12.117538,-1.5523628,-2.7300184,2.8164818,-0.08185947,-2.0710516,-0.9578026,0.4393049437512626,0.5603864734299517
HPGP_GLOBAL,SWT-014,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.70723,-4.6868205,21.345745,0.909055,-0.058279987,2.0846632,-6.056226,-2.947966,4.1697965,1.2768427,0.3352717485786277,0.3816425120772946
HPGP_GLOBAL,TUR-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.43176,2.8877366,21.793148,12.356282,-0.8709625,-0.6536368,-0.8523979,-0.90609777,1.4923948,0.19411673,0.2502886602631567,0.1859903381642512
HPGP_GLOBAL,TUR-002,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.259735,2.542728,21.388344,11.93894,-0.9602632,-2.3923745,-3.6014173,-2.7552235,5.6823473,9.611199,0.938841219005538,0.8792270531400966
HPGP_GLOBAL,TUR-005,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.268005,2.5099192,21.459326,11.948107,-0.8640212,-2.3694754,-3.6046014,-2.791971,5.6326966,9.637401,0.9386941708629268,0.8768115942028986
HPGP_GLOBAL,TUR-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.56792,-2.2891984,21.54191,5.0879445,-0.2877343,2.0797272,-3.814891,-2.1272206,1.9291812,1.1005274,0.2386871371650521,0.1690821256038647
HPGP_GLOBAL,TUR-011,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.451645,4.5201406,21.256866,11.988898,-0.7704724,-1.4197807,-0.4901204,-1.3184123,0.58439165,-0.50825334,0.2945077319077314,0.2971014492753623
HPGP_GLOBAL,TUR-014,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.56294,-1.2215668,21.277649,6.098889,-0.63338906,0.90309566,-2.6794956,-2.323277,0.8839265,0.3747717,0.2668449467262857,0.2367149758454106
HPGP_GLOBAL,TUR-017,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.28408,0.22345334,21.937649,8.466362,-0.90068084,-0.19582486,-2.9033165,-1.7662238,2.4836874,1.7947756,0.3036565230064566,0.3115942028985507
HPGP_GLOBAL,TUR-023,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.24213,5.00967,22.517355,15.3090105,-1.4832509,-1.1524137,-0.45924637,-0.37211844,0.9214724,-0.5510645,0.3445085487158109,0.3985507246376811
HPGP_GLOBAL,USA-106,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.941284,-3.188407,19.206778,3.6584945,-0.74029845,0.27225327,-1.8110205,-2.9040582,0.6077132,-0.30908078,0.3984577000709775,0.4806763285024155
ZENODO_10369064,S45,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.5786,27.768862,7.702327,10.708409,-0.8119401,-1.9207721,1.0537692,0.42970496,-0.848044,-1.0736791,0.7834546214427718,0.8164251207729468
ZENODO_10369064,S55,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.38308,38.064747,3.9898915,10.371001,-0.7889971,-2.7757552,1.9464338,-0.0017745509,-0.58813334,-0.95579195,1.0165401765572486,0.893719806763285
HPGP_GLOBAL,ZAF-001,SNP_CLUSTER_02,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.640526,-3.8574908,-17.669752,13.467136,148.39034,-0.81283295,0.76462954,4.4991937,-1.2496291,-0.56071496,11.55094897486274,1.0
HPGP_GLOBAL,ZAF-006,SNP_CLUSTER_02,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.874626,-3.9620824,-17.595959,12.689858,146.86961,-1.4518313,0.5405415,4.83853,-1.1069354,-1.0326508,11.433381041600668,0.997584541062802
CHINA_NINGXIA_2022,SHZY01,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.57585,68.60228,-16.231518,-3.7454276,-0.7633274,1.2433342,-1.1663789,-0.7946233,0.22578214,0.06852702,0.114890992045915,0.0193236714975845
CHINA_NINGXIA_2022,SHZY02,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.53176,67.76978,-17.103426,-4.5538883,0.115108736,1.3498521,-0.5544779,-0.7321951,0.3504086,-0.032847278,0.160347438495157,0.1014492753623188
CHINA_NINGXIA_2022,SHZY03,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.9864,68.517624,-16.851065,-4.3560038,-0.1040228,1.5556513,-0.74445397,-0.27415946,0.68023694,0.1526029,0.1674661731705328,0.1062801932367149
CHINA_NINGXIA_2022,SHZY04,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.872,70.72958,-17.460133,-5.0885477,-0.4639004,1.8927226,-1.5659444,-0.8254917,0.29022485,-0.22344592,0.1059494161790383,0.0072463768115942
CHINA_NINGXIA_2022,SHZY05,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.99634,67.621544,-16.10622,-3.9438505,-0.66272146,1.6200967,-1.0160792,-0.59646636,0.7417667,0.042285286,0.1440452993267056,0.0748792270531401
CHINA_NINGXIA_2022,SHZY06,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.73515,70.6055,-17.696434,-5.3110485,-0.51723343,1.7963717,-1.5733784,-1.3252647,0.37592605,0.1609418,0.1064854218759138,0.0072463768115942
CHINA_NINGXIA_2022,SHZY07,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.284676,68.44799,-16.131784,-4.0770535,-0.49361682,1.2223089,-0.91280454,-0.785371,0.2764913,-0.083885826,0.1276394095810669,0.038647342995169
CHINA_NINGXIA_2022,SHZY09,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.61368,70.78458,-17.98518,-5.369271,-0.43710825,1.9874659,-1.3672581,-0.8071556,0.3359918,-0.0593544,0.0867990022194015,0.0
CHINA_NINGXIA_2022,SHZY10,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.06207,58.21575,-9.591907,0.10906894,-0.6157635,1.1410884,-0.2814013,-0.909969,-0.12763058,-0.0065948814,0.4425401024046921,0.5628019323671497
CHINA_NINGXIA_2022,SHZY11,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.06114,67.631454,-16.70332,-3.9240592,0.18288839,1.5286937,-0.4563149,-0.67396027,0.072375335,0.42976362,0.1679748372806677,0.1062801932367149
CHINA_NINGXIA_2022,SHZY12,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.53742,68.759636,-17.445242,-4.8903723,-0.27047643,1.5946668,-0.9601487,-0.50798905,0.28747326,0.22792044,0.1123562250723012,0.0144927536231884
CHINA_NINGXIA_2022,SHZY13,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.92049,67.90987,-16.638763,-4.435576,-0.42223898,1.8143427,-1.146243,-0.6224175,0.56088823,0.065383784,0.1431900766448181,0.0748792270531401
CHINA_NINGXIA_2022,SHZY14,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.6968,68.422966,-16.402569,-3.9987705,-0.34772885,1.71736,-1.2607664,-1.0889533,0.5937229,-0.08500119,0.1167032975788602,0.0217391304347826
CHINA_NINGXIA_2022,SHZY15,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.67626,68.71636,-17.13948,-4.703592,-0.4208763,1.5740141,-1.0522178,-0.13599022,0.17557716,0.16632019,0.1305161445748019,0.0483091787439613
CHINA_NINGXIA_2022,SHZY16,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.1052,65.72549,-14.803538,-3.941319,-0.6858224,1.0792999,-1.8120803,-1.086207,-0.16055211,0.37584627,0.196531902982668,0.1207729468599033
CHINA_NINGXIA_2022,SHZY17,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.65673,69.602425,-17.08742,-4.611836,-0.41226023,1.455835,-0.79865074,-0.6379397,0.7467841,-0.22433645,0.1337530999713304,0.0555555555555555
CHINA_NINGXIA_2022,SHZY18,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.662964,68.62365,-17.075651,-4.312893,-0.12716539,1.5634747,-1.046956,-0.11811837,0.6198348,0.67328405,0.1675566974878957,0.1062801932367149
CHINA_NINGXIA_2022,SHZY20,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,91.39254,69.39922,-17.64575,-4.672601,-0.26674968,1.5815521,-1.0080197,-0.48600563,0.23144707,0.08341854,0.1661250932510529,0.1038647342995169
CHINA_NINGXIA_2022,SHZY21,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.08674,63.47176,-13.654404,-2.9266012,-0.67700964,1.2680366,-0.78040254,-0.7079183,0.5003159,-0.010309355,0.2090024386116216,0.1304347826086956
CHINA_NINGXIA_2022,SHZY22,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.01002,65.077286,-13.461052,-1.5809059,-0.76218975,0.70523113,-0.21522823,-0.26813063,-0.43208066,0.26215824,0.1883973882871701,0.1183574879227053
CHINA_NINGXIA_2022,SHZY23,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.65725,69.61412,-16.694426,-4.2400723,-0.83411443,1.6974891,-1.3514911,-1.0469995,1.007098,0.51135206,0.1318043458143999,0.0507246376811594
CHINA_NINGXIA_2022,SHZY24,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,91.0752,67.29539,-15.581036,-4.5216928,-0.48662415,1.7904638,-0.6424501,-1.1214261,0.10734732,0.21610063,0.1895717191481157,0.1207729468599033
CHINA_NINGXIA_2022,SHZY26,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.96442,69.5444,-17.519094,-4.7394,-0.2800405,1.6274724,-1.106511,-0.70428854,0.68030626,-0.050738286,0.1362406210609963,0.0579710144927536
CHINA_NINGXIA_2022,SHZY27,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.61411,67.38138,-16.729805,-4.5660887,-0.1358439,1.8938057,-1.0441692,-0.83393574,0.7333047,0.071272135,0.135215107464352,0.0579710144927536
CHINA_NINGXIA_2022,SHZY28,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.513336,69.69779,-17.34513,-5.116975,-0.5169992,2.2812216,-1.1624719,-0.88606215,0.7640059,-0.16590156,0.1076779011090326,0.0072463768115942
CHINA_NINGXIA_2022,SHZY29,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,91.08185,68.61914,-17.398699,-4.6034265,-0.47105008,1.1126109,-1.094154,-0.9888761,0.7326576,0.36639318,0.1606188154580852,0.1014492753623188
CHINA_NINGXIA_2022,SHZY30,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.42598,69.780876,-17.888348,-5.221499,-0.548188,1.6218321,-1.0189072,-0.42959374,0.34340402,0.03942677,0.103977543916488,0.0048309178743961
CHINA_NINGXIA_2022,SHZY31,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,91.02773,67.93682,-16.500177,-4.9937553,-0.16545802,1.6146779,-1.3042274,-0.6952563,0.38574517,0.43972346,0.1481687440154358,0.0821256038647343
CHINA_NINGXIA_2022,SHZY32,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.11162,67.53389,-16.53256,-5.013838,-0.5133495,1.8085635,-1.4903569,-0.7824285,0.5688984,0.27121833,0.138742764003633,0.0652173913043478
CHINA_NINGXIA_2022,SHZY33,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.96783,69.85583,-17.406967,-5.0697045,-0.14283714,1.5299841,-0.5892103,-0.36046264,0.5532895,-0.16921303,0.1450577913426478,0.0748792270531401
CHINA_NINGXIA_2022,SHZY34,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.62462,68.00525,-17.59904,-5.1987495,-0.5726145,1.8800184,-1.2292454,-0.7735366,0.7604493,0.0299243,0.1037491180763001,0.0048309178743961
CHINA_NINGXIA_2022,SHZY35,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.68434,68.62862,-17.496658,-4.373446,-0.29233992,1.7473698,-1.3104249,-0.7731992,0.83041734,-0.1535138,0.129809180058246,0.0483091787439613
CHINA_NINGXIA_2022,SHZY36,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.4767,67.76408,-17.076439,-4.0701237,-0.11852872,1.7327576,-1.2239214,-0.41944957,0.4254536,0.37855673,0.1444662707544265,0.0748792270531401
CHINA_NINGXIA_2022,SHZY37,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.79028,68.70616,-16.746138,-4.1309896,-0.55016,1.5803257,-1.2517288,-0.6089474,0.45177612,0.20240636,0.1216100759460771,0.0265700483091787
CHINA_NINGXIA_2022,SHZY40,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.34991,70.04376,-17.378466,-4.9528427,-0.6892067,2.151268,-0.8215021,-0.9261319,0.42001548,-0.31432748,0.1157671796043063,0.0217391304347826
CHINA_NINGXIA_2022,SHZY41,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.682945,55.487812,-6.9705086,2.7065651,-0.47547534,-0.4923288,0.24373446,0.026528526,-0.3611381,-0.13370574,0.7241978245133908,0.7801932367149759
CHINA_NINGXIA_2022,SHZY42,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.58078,69.871574,-17.241142,-5.0188394,-0.25049335,2.1844046,-1.2143161,-0.41434473,0.0514095,0.461484,0.1148312581485178,0.0193236714975845
CHINA_NINGXIA_2022,SHZY43,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.6175,70.86473,-17.96478,-5.2711926,-0.65842307,2.3016732,-0.9114363,-0.73764145,0.51792014,-0.2050481,0.116937048720165,0.0217391304347826
CHINA_NINGXIA_2022,SHZY44,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.29355,71.14897,-17.45942,-4.9872813,-0.9245659,1.9722576,-1.2357128,-1.3445946,0.31499603,-0.11181885,0.1093900995439451,0.0072463768115942
CHINA_NINGXIA_2022,SHZY45,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.601944,67.15108,-15.748659,-3.820084,-0.57235,1.6643858,-1.6781187,-0.57526946,0.64653,0.6856565,0.1714306762930491,0.1111111111111111
CHINA_NINGXIA_2022,SHZY46,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.68835,64.57939,-13.736328,-1.6686325,-0.6792405,1.0390313,-0.34162277,-0.31262743,-0.119653046,0.22493155,0.185204179069317,0.1183574879227053
CHINA_NINGXIA_2022,SHZY47,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.93933,69.687126,-17.449757,-4.9683185,-0.17081647,1.5662911,-1.1129268,-0.8600443,0.039358158,0.14942749,0.11558493607143,0.0217391304347826
CHINA_NINGXIA_2022,SHZY48,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.75426,65.79473,-14.155086,-1.691063,-1.0382816,0.87679327,-0.775363,-0.6067643,0.014715619,0.012689805,0.1818534917222486,0.1159420289855072
CHINA_NINGXIA_2022,SHZY49,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,91.1018,70.19392,-18.05248,-5.5800443,-0.29664373,1.7508385,-1.3997142,-1.1328676,0.6411585,0.074384205,0.1254149642756089,0.0314009661835748
CHINA_NINGXIA_2022,SHZY50,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.6122,70.430405,-17.77594,-4.77112,-0.45417112,1.6187094,-0.926243,-0.86052656,0.12933557,0.25244847,0.1113661502457148,0.0120772946859903
CHINA_NINGXIA_2022,SHZY51,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.52767,67.8704,-15.457696,-2.885369,-0.7436956,1.7979871,-0.9515174,-0.68772846,0.008225902,-0.2585771,0.1303050654519023,0.0483091787439613
CHINA_NINGXIA_2022,SHZY52,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.4163,68.043724,-16.705223,-4.8721027,-0.4045507,1.7774547,-1.2149516,-0.9053378,0.69740903,0.5002151,0.1231401139194692,0.0289855072463768
CHINA_NINGXIA_2022,SHZY53,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.10833,67.54706,-16.251057,-3.8140807,-0.46203765,2.0407183,-0.783434,-0.91368675,0.448018,-0.16105959,0.1356518095647522,0.0579710144927536
CHINA_NINGXIA_2022,SHZY54,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.989815,70.39651,-17.685791,-5.222187,-0.46714795,1.96618,-1.2881647,-0.85734826,0.21944717,0.25226247,0.1040811982858237,0.0048309178743961
CHINA_NINGXIA_2022,SHZY57,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.450516,69.957,-17.40862,-4.5278754,-0.44496444,1.7224535,-0.9699481,-0.804101,0.2869766,0.029421661,0.1084227843912955,0.0072463768115942
CHINA_NINGXIA_2022,SHZY59,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.72582,69.914,-17.630922,-4.9309936,-0.5247894,1.6487141,-1.135513,-0.70387805,0.6142738,0.12075049,0.1015388412055281,0.002415458937198
CHINA_NINGXIA_2022,SHZY60,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.42937,70.526825,-18.006964,-5.3177614,-0.31205577,2.0632575,-1.2684368,-0.9028455,0.55599177,0.108042866,0.0959236928244857,0.002415458937198
HPGP_GLOBAL,ARG-008,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.898796,70.98296,-17.424334,-4.4106646,-0.4860447,1.5159352,-1.5374454,-1.1253173,0.343377,0.21869932,0.129131435710939,0.0434782608695652
HPGP_GLOBAL,ARG-009,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.29573,68.435036,-15.96046,-3.557339,-0.77139765,0.8897361,-0.85980475,-0.9287671,-0.68865895,-0.02860814,0.1367023548247972,0.0603864734299516
HPGP_GLOBAL,ARG-010,SNP_CLUSTER_03,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.24659,69.83108,-17.27874,-4.580519,-0.67420816,1.6413938,-1.912751,-0.92209214,-0.048647203,0.15594976,0.1322189585480834,0.0555555555555555
