dataset_id,strain,biosample,assembly_accession,genbank_accession,refseq_accession,wgs_accession,assembly_level,coverage,contig_n50,total_length,ftp_genbank,ftp_refseq
HPGP_GLOBAL,HpGP-TWN-022,SAMN11334349,GCA_034940425.1,GCA_034940425.1,,,Complete Genome,867,1558101,1558101,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/940/425/GCA_034940425.1_ASM3494042v1,
HPGP_GLOBAL,HpGP-TWN-023,SAMN11334333,GCA_034939685.1,GCA_034939685.1,,,Complete Genome,1234,1560258,1560258,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/685/GCA_034939685.1_ASM3493968v1,
HPGP_GLOBAL,HpGP-TWN-024,SAMN11334339,GCA_034939665.1,GCA_034939665.1,,,Complete Genome,3137,1651761,1651761,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/665/GCA_034939665.1_ASM3493966v1,
HPGP_GLOBAL,HpGP-PRI-005,SAMN19990450,GCA_034939645.1,GCA_034939645.1,,,Complete Genome,672,1629748,1629748,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/645/GCA_034939645.1_ASM3493964v1,
HPGP_GLOBAL,HpGP-PRI-006,SAMN19990451,GCA_034939625.1,GCA_034939625.1,,,Complete Genome,521,1625718,1625718,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/625/GCA_034939625.1_ASM3493962v1,
HPGP_GLOBAL,HpGP-PRI-007,SAMN19990452,GCA_034939605.1,GCA_034939605.1,,,Complete Genome,464,1637184,1637184,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/605/GCA_034939605.1_ASM3493960v1,
HPGP_GLOBAL,HpGP-TUR-002,SAMN19990574,GCA_034939585.1,GCA_034939585.1,,,Complete Genome,1128,1583197,1583197,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/585/GCA_034939585.1_ASM3493958v1,
HPGP_GLOBAL,HpGP-TUR-003,SAMN19990575,GCA_034939565.1,GCA_034939565.1,,,Complete Genome,765,1565271,1565271,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/565/GCA_034939565.1_ASM3493956v1,
HPGP_GLOBAL,HpGP-TUR-004,SAMN19990576,GCA_034939545.1,GCA_034939545.1,,,Complete Genome,1051,1679778,1679778,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/545/GCA_034939545.1_ASM3493954v1,
HPGP_GLOBAL,HpGP-TUR-005,SAMN19990577,GCA_034939525.1,GCA_034939525.1,,,Complete Genome,1022,1584135,1584135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/525/GCA_034939525.1_ASM3493952v1,
HPGP_GLOBAL,HpGP-TUR-006,SAMN19990578,GCA_034939505.1,GCA_034939505.1,,,Complete Genome,728,1637748,1637748,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/505/GCA_034939505.1_ASM3493950v1,
HPGP_GLOBAL,HpGP-TUR-007,SAMN19990579,GCA_034939485.1,GCA_034939485.1,,,Complete Genome,1851,1646875,1646875,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/485/GCA_034939485.1_ASM3493948v1,
HPGP_GLOBAL,HpGP-TUR-008,SAMN19990580,GCA_034939465.1,GCA_034939465.1,,,Complete Genome,913,1671771,1671771,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/465/GCA_034939465.1_ASM3493946v1,
HPGP_GLOBAL,HpGP-TUR-009,SAMN19990581,GCA_034939445.1,GCA_034939445.1,,,Complete Genome,1047,1618135,1618135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/445/GCA_034939445.1_ASM3493944v1,
HPGP_GLOBAL,HpGP-TUR-010,SAMN19990582,GCA_034939425.1,GCA_034939425.1,,,Complete Genome,1202,1617936,1617936,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/425/GCA_034939425.1_ASM3493942v1,
HPGP_GLOBAL,HpGP-TUR-011,SAMN19990583,GCA_034939405.1,GCA_034939405.1,,,Complete Genome,948,1646871,1646871,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/939/405/GCA_034939405.1_ASM3493940v1,
HPGP_GLOBAL,HpGP-TUR-014,SAMN19990586,GCA_034938665.1,GCA_034938665.1,,,Complete Genome,1333,1634228,1634228,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/938/665/GCA_034938665.1_ASM3493866v1,
HPGP_GLOBAL,HpGP-TUR-016,SAMN19990587,GCA_034937705.1,GCA_034937705.1,,,Complete Genome,934,1655827,1655827,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/937/705/GCA_034937705.1_ASM3493770v1,
HPGP_GLOBAL,HpGP-TUR-017,SAMN19990588,GCA_034936625.1,GCA_034936625.1,,,Complete Genome,1004,1665676,1665676,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/936/625/GCA_034936625.1_ASM3493662v1,
HPGP_GLOBAL,HpGP-TUR-021,SAMN19990589,GCA_034935605.1,GCA_034935605.1,,,Complete Genome,881,1644701,1644701,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/935/605/GCA_034935605.1_ASM3493560v1,
HPGP_GLOBAL,HpGP-TUR-022,SAMN19990590,GCA_034934565.1,GCA_034934565.1,,,Complete Genome,1104,1633488,1633488,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/934/565/GCA_034934565.1_ASM3493456v1,
HPGP_GLOBAL,HpGP-TUR-023,SAMN19990591,GCA_034933665.1,GCA_034933665.1,,,Complete Genome,912,1664066,1664066,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/933/665/GCA_034933665.1_ASM3493366v1,
HPGP_GLOBAL,HpGP-SPA-001,SAMN11318735,GCA_034931185.1,GCA_034931185.1,,,Complete Genome,1096,1628742,1628742,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/931/185/GCA_034931185.1_ASM3493118v1,
HPGP_GLOBAL,HpGP-SPA-002,SAMN11318736,GCA_034929165.1,GCA_034929165.1,,,Complete Genome,607,1596992,1596992,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/929/165/GCA_034929165.1_ASM3492916v1,
HPGP_GLOBAL,HpGP-SPA-003,SAMN11318767,GCA_034926895.1,GCA_034926895.1,,,Complete Genome,890,1585832,1585832,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/926/895/GCA_034926895.1_ASM3492689v1,
HPGP_GLOBAL,HpGP-SPA-004,SAMN11318737,GCA_034925645.1,GCA_034925645.1,,,Complete Genome,327,1684148,1684148,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/925/645/GCA_034925645.1_ASM3492564v1,
HPGP_GLOBAL,HpGP-SPA-005,SAMN11318738,GCA_034924605.1,GCA_034924605.1,,,Complete Genome,315,1589083,1589083,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/924/605/GCA_034924605.1_ASM3492460v1,
HPGP_GLOBAL,HpGP-SPA-006,SAMN11318799,GCA_034923545.1,GCA_034923545.1,,,Complete Genome,253,1618074,1618074,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/923/545/GCA_034923545.1_ASM3492354v1,
HPGP_GLOBAL,HpGP-SPA-007,SAMN11318776,GCA_034922465.1,GCA_034922465.1,,,Complete Genome,702,1620104,1620104,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/922/465/GCA_034922465.1_ASM3492246v1,
HPGP_GLOBAL,HpGP-SPA-008,SAMN11318739,GCA_034921445.1,GCA_034921445.1,,,Complete Genome,403,1655397,1655397,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/921/445/GCA_034921445.1_ASM3492144v1,
HPGP_GLOBAL,HpGP-SPA-009,SAMN11318740,GCA_034920565.1,GCA_034920565.1,,,Complete Genome,449,1617114,1617114,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/920/565/GCA_034920565.1_ASM3492056v1,
HPGP_GLOBAL,HpGP-SPA-010,SAMN11318741,GCA_034919705.1,GCA_034919705.1,,,Complete Genome,952,1665059,1665059,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/919/705/GCA_034919705.1_ASM3491970v1,
HPGP_GLOBAL,HpGP-SPA-011,SAMN11318742,GCA_034918825.1,GCA_034918825.1,,,Complete Genome,494,1646998,1646998,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/918/825/GCA_034918825.1_ASM3491882v1,
HPGP_GLOBAL,HpGP-SPA-012,SAMN11318743,GCA_034917985.1,GCA_034917985.1,,,Complete Genome,526,1594396,1594396,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/917/985/GCA_034917985.1_ASM3491798v1,
HPGP_GLOBAL,HpGP-SPA-013,SAMN11318744,GCA_034917125.1,GCA_034917125.1,,,Complete Genome,359,1622709,1622709,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/917/125/GCA_034917125.1_ASM3491712v1,
HPGP_GLOBAL,HpGP-SPA-014,SAMN11318745,GCA_034916285.1,GCA_034916285.1,,,Complete Genome,548,1607215,1607215,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/916/285/GCA_034916285.1_ASM3491628v1,
HPGP_GLOBAL,HpGP-SPA-015,SAMN11318746,GCA_034915365.1,GCA_034915365.1,,,Complete Genome,329,1646794,1646794,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/915/365/GCA_034915365.1_ASM3491536v1,
HPGP_GLOBAL,HpGP-SPA-016,SAMN11318747,GCA_034914345.1,GCA_034914345.1,,,Complete Genome,544,1644442,1644442,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/914/345/GCA_034914345.1_ASM3491434v1,
HPGP_GLOBAL,HpGP-SPA-017,SAMN11318813,GCA_034913285.1,GCA_034913285.1,,,Complete Genome,336,1677543,1677543,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/913/285/GCA_034913285.1_ASM3491328v1,
HPGP_GLOBAL,HpGP-SPA-018,SAMN11318768,GCA_034912165.1,GCA_034912165.1,,,Complete Genome,292,1690854,1690854,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/912/165/GCA_034912165.1_ASM3491216v1,
HPGP_GLOBAL,HpGP-SPA-019,SAMN11784185,GCA_034911125.1,GCA_034911125.1,,,Complete Genome,999,1690205,1690205,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/911/125/GCA_034911125.1_ASM3491112v1,
HPGP_GLOBAL,HpGP-SPA-020,SAMN11318748,GCA_034910225.1,GCA_034910225.1,,,Complete Genome,285,1694839,1694839,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/910/225/GCA_034910225.1_ASM3491022v1,
HPGP_GLOBAL,HpGP-PRI-008,SAMN19990453,GCA_034909325.1,GCA_034909325.1,,,Complete Genome,518,1672760,1672760,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/909/325/GCA_034909325.1_ASM3490932v1,
HPGP_GLOBAL,HpGP-RUS-001,SAMN19990455,GCA_034908465.1,GCA_034908465.1,,,Complete Genome,895,1639931,1639931,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/908/465/GCA_034908465.1_ASM3490846v1,
HPGP_GLOBAL,HpGP-RUS-002,SAMN19990456,GCA_034907645.1,GCA_034907645.1,,,Complete Genome,861,1568135,1568135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/907/645/GCA_034907645.1_ASM3490764v1,
HPGP_GLOBAL,HpGP-RUS-003,SAMN19990457,GCA_034906745.1,GCA_034906745.1,,,Complete Genome,1352,1649624,1649624,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/906/745/GCA_034906745.1_ASM3490674v1,
HPGP_GLOBAL,HpGP-RUS-004,SAMN19990458,GCA_034905905.1,GCA_034905905.1,,,Complete Genome,524,1687731,1687731,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/905/905/GCA_034905905.1_ASM3490590v1,
HPGP_GLOBAL,HpGP-RUS-006,SAMN19990459,GCA_034904905.1,GCA_034904905.1,,,Complete Genome,787,1657753,1657753,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/904/905/GCA_034904905.1_ASM3490490v1,
HPGP_GLOBAL,HpGP-RUS-007,SAMN19990460,GCA_034903945.1,GCA_034903945.1,,,Complete Genome,632,1647615,1647615,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/903/945/GCA_034903945.1_ASM3490394v1,
HPGP_GLOBAL,HpGP-SWT-003,SAMN11659981,GCA_034903005.1,GCA_034903005.1,,,Complete Genome,2534,1712408,1712408,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/903/005/GCA_034903005.1_ASM3490300v1,
HPGP_GLOBAL,HpGP-SWE-001,SAMN11333212,GCA_034901885.1,GCA_034901885.1,,,Complete Genome,263,1607557,1607557,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/901/885/GCA_034901885.1_ASM3490188v1,
HPGP_GLOBAL,HpGP-SWE-002,SAMN11333213,GCA_034900865.1,GCA_034900865.1,,,Complete Genome,1134,1689165,1689165,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/900/865/GCA_034900865.1_ASM3490086v1,
HPGP_GLOBAL,HpGP-SWE-003,SAMN11333214,GCA_034899825.1,GCA_034899825.1,,,Complete Genome,502,1600248,1600248,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/899/825/GCA_034899825.1_ASM3489982v1,
HPGP_GLOBAL,HpGP-SWE-004,SAMN11334116,GCA_034898945.1,GCA_034898945.1,,,Complete Genome,497,1600123,1600123,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/898/945/GCA_034898945.1_ASM3489894v1,
HPGP_GLOBAL,HpGP-SWE-005,SAMN11333215,GCA_034898085.1,GCA_034898085.1,,,Complete Genome,705,1684277,1684277,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/898/085/GCA_034898085.1_ASM3489808v1,
HPGP_GLOBAL,HpGP-SWE-006,SAMN11333216,GCA_034897205.1,GCA_034897205.1,,,Complete Genome,821,1642130,1642130,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/897/205/GCA_034897205.1_ASM3489720v1,
HPGP_GLOBAL,HpGP-SWE-007,SAMN11334128,GCA_034896345.1,GCA_034896345.1,,,Complete Genome,691,1630384,1630384,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/896/345/GCA_034896345.1_ASM3489634v1,
HPGP_GLOBAL,HpGP-SWE-008,SAMN11334118,GCA_034895665.1,GCA_034895665.1,,,Complete Genome,917,1678454,1678454,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/895/665/GCA_034895665.1_ASM3489566v1,
HPGP_GLOBAL,HpGP-SWE-010,SAMN11333217,GCA_034895065.1,GCA_034895065.1,,,Complete Genome,393,1681953,1681953,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/895/065/GCA_034895065.1_ASM3489506v1,
HPGP_GLOBAL,HpGP-SWE-012,SAMN11333218,GCA_034894025.1,GCA_034894025.1,,,Complete Genome,1092,1680523,1680523,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/894/025/GCA_034894025.1_ASM3489402v1,
HPGP_GLOBAL,HpGP-SWE-014,SAMN11333219,GCA_034893265.1,GCA_034893265.1,,,Complete Genome,370,1609047,1609047,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/893/265/GCA_034893265.1_ASM3489326v1,
HPGP_GLOBAL,HpGP-SWE-015,SAMN11333220,GCA_034892165.1,GCA_034892165.1,,,Complete Genome,394,1634654,1634654,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/892/165/GCA_034892165.1_ASM3489216v1,
HPGP_GLOBAL,HpGP-SWE-016,SAMN11333221,GCA_034891065.1,GCA_034891065.1,,,Complete Genome,462,1617426,1617426,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/891/065/GCA_034891065.1_ASM3489106v1,
HPGP_GLOBAL,HpGP-SWE-017,SAMN11333222,GCA_034890125.1,GCA_034890125.1,,,Complete Genome,907,1630598,1630598,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/890/125/GCA_034890125.1_ASM3489012v1,
HPGP_GLOBAL,HpGP-SWE-018,SAMN11334121,GCA_034889365.1,GCA_034889365.1,,,Complete Genome,1045,1665531,1665531,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/889/365/GCA_034889365.1_ASM3488936v1,
HPGP_GLOBAL,HpGP-SWE-019,SAMN11333223,GCA_034888365.1,GCA_034888365.1,,,Complete Genome,221,1652846,1652846,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/888/365/GCA_034888365.1_ASM3488836v1,
HPGP_GLOBAL,HpGP-SWE-021,SAMN11333224,GCA_034887545.1,GCA_034887545.1,,,Complete Genome,378,1593051,1593051,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/887/545/GCA_034887545.1_ASM3488754v1,
HPGP_GLOBAL,HpGP-SWE-022,SAMN11334130,GCA_034886905.1,GCA_034886905.1,,,Complete Genome,1341,1644054,1644054,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/886/905/GCA_034886905.1_ASM3488690v1,
HPGP_GLOBAL,HpGP-SWE-024,SAMN11334117,GCA_034886285.1,GCA_034886285.1,,,Complete Genome,471,1625484,1625484,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/886/285/GCA_034886285.1_ASM3488628v1,
HPGP_GLOBAL,HpGP-SWE-025,SAMN11333225,GCA_034885275.1,GCA_034885275.1,,,Complete Genome,788,1627096,1627096,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/885/275/GCA_034885275.1_ASM3488527v1,
HPGP_GLOBAL,HpGP-SWE-026,SAMN11333226,GCA_034884265.1,GCA_034884265.1,,,Complete Genome,778,1654901,1654901,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/884/265/GCA_034884265.1_ASM3488426v1,
HPGP_GLOBAL,HpGP-SWE-027,SAMN11333227,GCA_034883265.1,GCA_034883265.1,,,Complete Genome,368,1589953,1589953,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/883/265/GCA_034883265.1_ASM3488326v1,
HPGP_GLOBAL,HpGP-SWE-028,SAMN11333228,GCA_034882165.1,GCA_034882165.1,,,Complete Genome,445,1649875,1649875,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/882/165/GCA_034882165.1_ASM3488216v1,
HPGP_GLOBAL,HpGP-SWE-030,SAMN11333229,GCA_034881165.1,GCA_034881165.1,,,Complete Genome,277,1659588,1659588,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/881/165/GCA_034881165.1_ASM3488116v1,
HPGP_GLOBAL,HpGP-SWE-031,SAMN11333230,GCA_034880085.1,GCA_034880085.1,,,Complete Genome,1208,1643191,1643191,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/880/085/GCA_034880085.1_ASM3488008v1,
HPGP_GLOBAL,HpGP-SWE-032,SAMN11333231,GCA_034879125.1,GCA_034879125.1,,,Complete Genome,434,1678752,1678752,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/879/125/GCA_034879125.1_ASM3487912v1,
HPGP_GLOBAL,HpGP-SWE-033,SAMN11333232,GCA_034878205.1,GCA_034878205.1,,,Complete Genome,1289,1631003,1631003,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/878/205/GCA_034878205.1_ASM3487820v1,
HPGP_GLOBAL,HpGP-SWE-034,SAMN11334129,GCA_034877345.1,GCA_034877345.1,,,Complete Genome,804,1633911,1633911,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/877/345/GCA_034877345.1_ASM3487734v1,
HPGP_GLOBAL,HpGP-SWE-036,SAMN11333233,GCA_034876565.1,GCA_034876565.1,,,Complete Genome,524,1615033,1615033,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/876/565/GCA_034876565.1_ASM3487656v1,
HPGP_GLOBAL,HpGP-SWT-001,SAMN11659918,GCA_034875585.1,GCA_034875585.1,,,Complete Genome,609,1667389,1667389,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/875/585/GCA_034875585.1_ASM3487558v1,
HPGP_GLOBAL,HpGP-SWT-002,SAMN11659948,GCA_034874685.1,GCA_034874685.1,,,Complete Genome,784,1593038,1593038,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/874/685/GCA_034874685.1_ASM3487468v1,
HPGP_GLOBAL,HpGP-SWT-004,SAMN11660017,GCA_034873765.1,GCA_034873765.1,,,Complete Genome,1153,1679177,1679177,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/873/765/GCA_034873765.1_ASM3487376v1,
HPGP_GLOBAL,HpGP-SWT-005,SAMN11660067,GCA_034872705.1,GCA_034872705.1,,,Complete Genome,768,1678855,1678855,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/872/705/GCA_034872705.1_ASM3487270v1,
HPGP_GLOBAL,HpGP-SWT-006,SAMN11660147,GCA_034871625.1,GCA_034871625.1,,,Complete Genome,1065,1611621,1611621,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/871/625/GCA_034871625.1_ASM3487162v1,
HPGP_GLOBAL,HpGP-SWT-007,SAMN11660186,GCA_034870745.1,GCA_034870745.1,,,Complete Genome,1205,1663034,1663034,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/870/745/GCA_034870745.1_ASM3487074v1,
HPGP_GLOBAL,HpGP-SWT-008,SAMN11660224,GCA_034869635.1,GCA_034869635.1,,,Complete Genome,329,1638450,1638450,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/869/635/GCA_034869635.1_ASM3486963v1,
HPGP_GLOBAL,HpGP-SWT-010,SAMN11660301,GCA_034868825.1,GCA_034868825.1,,,Complete Genome,613,1650513,1650513,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/868/825/GCA_034868825.1_ASM3486882v1,
HPGP_GLOBAL,HpGP-SWT-011,SAMN11660332,GCA_034868145.1,GCA_034868145.1,,,Complete Genome,801,1648229,1648229,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/868/145/GCA_034868145.1_ASM3486814v1,
HPGP_GLOBAL,HpGP-SWT-012,SAMN11660401,GCA_034867325.1,GCA_034867325.1,,,Complete Genome,652,1605427,1605427,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/867/325/GCA_034867325.1_ASM3486732v1,
HPGP_GLOBAL,HpGP-SWT-013,SAMN11660431,GCA_034866505.1,GCA_034866505.1,,,Complete Genome,698,1567886,1567886,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/505/GCA_034866505.1_ASM3486650v1,
HPGP_GLOBAL,HpGP-SWT-014,SAMN11660463,GCA_034866485.1,GCA_034866485.1,,,Complete Genome,2958,1636257,1636257,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/485/GCA_034866485.1_ASM3486648v1,
HPGP_GLOBAL,HpGP-SWT-015,SAMN11660473,GCA_034866465.1,GCA_034866465.1,,,Complete Genome,474,1612015,1612015,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/465/GCA_034866465.1_ASM3486646v1,
HPGP_GLOBAL,HpGP-SWT-017,SAMN12276337,GCA_034866445.1,GCA_034866445.1,,,Complete Genome,3192,1600599,1600599,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/445/GCA_034866445.1_ASM3486644v1,
HPGP_GLOBAL,HpGP-RUS-008,SAMN19990461,GCA_034866425.1,GCA_034866425.1,,,Complete Genome,833,1605656,1605656,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/425/GCA_034866425.1_ASM3486642v1,
HPGP_GLOBAL,HpGP-RUS-009,SAMN19990462,GCA_034866405.1,GCA_034866405.1,,,Complete Genome,596,1642568,1642568,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/405/GCA_034866405.1_ASM3486640v1,
HPGP_GLOBAL,HpGP-RUS-010,SAMN19990463,GCA_034866385.1,GCA_034866385.1,,,Complete Genome,751,1675341,1675341,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/385/GCA_034866385.1_ASM3486638v1,
HPGP_GLOBAL,HpGP-RUS-011,SAMN19990464,GCA_034866365.1,GCA_034866365.1,,,Complete Genome,989,1657348,1657348,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/365/GCA_034866365.1_ASM3486636v1,
HPGP_GLOBAL,HpGP-SGP-002,SAMN19990465,GCA_034866345.1,GCA_034866345.1,,,Complete Genome,1337,1599062,1599062,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/345/GCA_034866345.1_ASM3486634v1,
HPGP_GLOBAL,HpGP-SGP-003,SAMN19990466,GCA_034866325.1,GCA_034866325.1,,,Complete Genome,1469,1634274,1634274,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/325/GCA_034866325.1_ASM3486632v1,
HPGP_GLOBAL,HpGP-SGP-004,SAMN19990467,GCA_034866305.1,GCA_034866305.1,,,Complete Genome,1414,1614436,1614436,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/305/GCA_034866305.1_ASM3486630v1,
HPGP_GLOBAL,HpGP-SGP-005,SAMN19990468,GCA_034866285.1,GCA_034866285.1,,,Complete Genome,1222,1637312,1637312,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/285/GCA_034866285.1_ASM3486628v1,
HPGP_GLOBAL,HpGP-SGP-006,SAMN19990469,GCA_034866265.1,GCA_034866265.1,,,Complete Genome,1266,1611996,1611996,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/866/265/GCA_034866265.1_ASM3486626v1,
HPGP_GLOBAL,HpGP-SGP-007,SAMN19990470,GCA_034865885.1,GCA_034865885.1,,,Complete Genome,1298,1571152,1571152,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/865/885/GCA_034865885.1_ASM3486588v1,
HPGP_GLOBAL,HpGP-SGP-008,SAMN19990471,GCA_034865865.1,GCA_034865865.1,,,Complete Genome,1240,1602637,1602637,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/865/865/GCA_034865865.1_ASM3486586v1,
HPGP_GLOBAL,HpGP-SGP-009,SAMN19990472,GCA_034865845.1,GCA_034865845.1,,,Complete Genome,3058,1630183,1630183,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/865/845/GCA_034865845.1_ASM3486584v1,
HPGP_GLOBAL,HpGP-SGP-012,SAMN19990473,GCA_034865825.1,GCA_034865825.1,,,Complete Genome,1970,1609544,1609544,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/865/825/GCA_034865825.1_ASM3486582v1,
HPGP_GLOBAL,HpGP-SGP-013,SAMN19990474,GCA_034865805.1,GCA_034865805.1,,,Complete Genome,1324,1559126,1559126,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/865/805/GCA_034865805.1_ASM3486580v1,
